,title,salary,company,description,location
1734,"Postdoctoral Fellow, Data Science RWE Advanced Analytics",,Johnson & Johnson,Proven track record of consistently delivering on high impact data science projects. Hands-on technical data analysis and machine learning modeling experience.,United States +1 location
1735,Sr Associate Data Scientist (REMOTE),"$96,800 - $159,700 a year","The Travelers Companies, Inc.","Heavy concentration in mathematics, including statistics and programming, business intelligence/analytics, as well as data science tools and research using…","Hartford, CT"
1736,Data Analyst with Databricks,$60 - $65 an hour,DataPattern,"Development of Roadmap based on provided strategy for implementing the Streaming Analytics, Aggregation capabilities so that data science team can implement the…",Remote
1737,Public Health Statistician,,Lantana Consulting Group,"Formulates analytic approaches to address science questions including designing study plan, determines data capture and statistical analysis plans, and…",Remote
1738,Remote Senior Data Analyst - Enterprise RCS - Smart Buildings,,Siemens,"Acquires data from primary or secondary data sources and maintain databases/data systems. Operates and optimizes pre-defined tools, applications and data bases…",United States +1 location
1739,Senior Business Data Analyst,"$87,300 - $149,040 a year",ServiceNow,Design and create wireframes for data visualizations on Tableau as part of project requirements discussion. The Senior Business Data Analyst will have an end to…,"Denver, CO +4 locations"
1740,Senior Director of Analytics and Data Science,,Course Hero,"Passion for enabling analytics and data science best practices. Recruit, hire, and retain world-class analytics and data science staff.","Redwood City, CA"
1741,"LEAD ANALYST, IGAMING PRODUCT ANALYTICS",,DraftKings,"Ideally, you have 4+ years of business analytics or data science experience. Familiar with data visualization tools such as Tableau.","Boston, MA"
1742,SENIOR DATA ANALYST,,UniGroup,"Implements data quality tests and continuously review, optimize, and refactor data models in order to expand our data environments with ready to analyze data.",Remote +1 location
1743,Customer Data Analyst,,Verint Systems Inc.,"The right candidate will be passionate about using tools and technology, experienced with data analysis and visualization, and enthusiastic about telling the…",Remote
1744,"Director, Data Science","$166,600 a year",Tableau,"3+ years of experience directly managing data scientists and analytics teams. Experience with graph databases, and data presentation of customer behavior.","Seattle, WA"
1745,"Postdoctoral Fellow, Data Science RWE Advanced Analytics",,Johnson & Johnson,Proven track record of consistently delivering on high impact data science projects. Hands-on technical data analysis and machine learning modeling experience.,United States +1 location
1746,Sr Associate Data Scientist (REMOTE),"$96,800 - $159,700 a year","The Travelers Companies, Inc.","Heavy concentration in mathematics, including statistics and programming, business intelligence/analytics, as well as data science tools and research using…","Hartford, CT"
1747,Data Analyst with Databricks,$60 - $65 an hour,DataPattern,"Development of Roadmap based on provided strategy for implementing the Streaming Analytics, Aggregation capabilities so that data science team can implement the…",Remote
1748,Public Health Statistician,,Lantana Consulting Group,"Formulates analytic approaches to address science questions including designing study plan, determines data capture and statistical analysis plans, and…",Remote
1749,Remote Senior Data Analyst - Enterprise RCS - Smart Buildings,,Siemens,"Acquires data from primary or secondary data sources and maintain databases/data systems. Operates and optimizes pre-defined tools, applications and data bases…",United States +1 location
1750,Senior Business Data Analyst,"$87,300 - $149,040 a year",ServiceNow,Design and create wireframes for data visualizations on Tableau as part of project requirements discussion. The Senior Business Data Analyst will have an end to…,"Denver, CO +4 locations"
1751,Senior Director of Analytics and Data Science,,Course Hero,"Passion for enabling analytics and data science best practices. Recruit, hire, and retain world-class analytics and data science staff.","Redwood City, CA"
1752,"LEAD ANALYST, IGAMING PRODUCT ANALYTICS",,DraftKings,"Ideally, you have 4+ years of business analytics or data science experience. Familiar with data visualization tools such as Tableau.","Boston, MA"
1753,SENIOR DATA ANALYST,,UniGroup,"Implements data quality tests and continuously review, optimize, and refactor data models in order to expand our data environments with ready to analyze data.",Remote +1 location
1754,Customer Data Analyst,,Verint Systems Inc.,"The right candidate will be passionate about using tools and technology, experienced with data analysis and visualization, and enthusiastic about telling the…",Remote
1755,"Director, Data Science","$166,600 a year",Tableau,"3+ years of experience directly managing data scientists and analytics teams. Experience with graph databases, and data presentation of customer behavior.","Seattle, WA"
1756,"Postdoctoral Fellow, Data Science RWE Advanced Analytics",,Johnson & Johnson,Proven track record of consistently delivering on high impact data science projects. Hands-on technical data analysis and machine learning modeling experience.,United States +1 location
1757,Sr Associate Data Scientist (REMOTE),"$96,800 - $159,700 a year","The Travelers Companies, Inc.","Heavy concentration in mathematics, including statistics and programming, business intelligence/analytics, as well as data science tools and research using…","Hartford, CT"
1758,Data Analyst with Databricks,$60 - $65 an hour,DataPattern,"Development of Roadmap based on provided strategy for implementing the Streaming Analytics, Aggregation capabilities so that data science team can implement the…",Remote
1759,Public Health Statistician,,Lantana Consulting Group,"Formulates analytic approaches to address science questions including designing study plan, determines data capture and statistical analysis plans, and…",Remote
1760,Remote Senior Data Analyst - Enterprise RCS - Smart Buildings,,Siemens,"Acquires data from primary or secondary data sources and maintain databases/data systems. Operates and optimizes pre-defined tools, applications and data bases…",United States +1 location
1761,Senior Business Data Analyst,"$87,300 - $149,040 a year",ServiceNow,Design and create wireframes for data visualizations on Tableau as part of project requirements discussion. The Senior Business Data Analyst will have an end to…,"Denver, CO +4 locations"
1762,Senior Director of Analytics and Data Science,,Course Hero,"Passion for enabling analytics and data science best practices. Recruit, hire, and retain world-class analytics and data science staff.","Redwood City, CA"
1763,"LEAD ANALYST, IGAMING PRODUCT ANALYTICS",,DraftKings,"Ideally, you have 4+ years of business analytics or data science experience. Familiar with data visualization tools such as Tableau.","Boston, MA"
1764,SENIOR DATA ANALYST,,UniGroup,"Implements data quality tests and continuously review, optimize, and refactor data models in order to expand our data environments with ready to analyze data.",Remote +1 location
1765,Customer Data Analyst,,Verint Systems Inc.,"The right candidate will be passionate about using tools and technology, experienced with data analysis and visualization, and enthusiastic about telling the…",Remote
1766,"Director, Data Science","$166,600 a year",Tableau,"3+ years of experience directly managing data scientists and analytics teams. Experience with graph databases, and data presentation of customer behavior.","Seattle, WA"
1767,"Postdoctoral Fellow, Data Science RWE Advanced Analytics",,Johnson & Johnson,Proven track record of consistently delivering on high impact data science projects. Hands-on technical data analysis and machine learning modeling experience.,United States +1 location
1768,Sr Associate Data Scientist (REMOTE),"$96,800 - $159,700 a year","The Travelers Companies, Inc.","Heavy concentration in mathematics, including statistics and programming, business intelligence/analytics, as well as data science tools and research using…","Hartford, CT"
1769,Data Analyst with Databricks,$60 - $65 an hour,DataPattern,"Development of Roadmap based on provided strategy for implementing the Streaming Analytics, Aggregation capabilities so that data science team can implement the…",Remote
1770,Public Health Statistician,,Lantana Consulting Group,"Formulates analytic approaches to address science questions including designing study plan, determines data capture and statistical analysis plans, and…",Remote
1771,Remote Senior Data Analyst - Enterprise RCS - Smart Buildings,,Siemens,"Acquires data from primary or secondary data sources and maintain databases/data systems. Operates and optimizes pre-defined tools, applications and data bases…",United States +1 location
1772,Senior Business Data Analyst,"$87,300 - $149,040 a year",ServiceNow,Design and create wireframes for data visualizations on Tableau as part of project requirements discussion. The Senior Business Data Analyst will have an end to…,"Denver, CO +4 locations"
1773,Senior Director of Analytics and Data Science,,Course Hero,"Passion for enabling analytics and data science best practices. Recruit, hire, and retain world-class analytics and data science staff.","Redwood City, CA"
1774,"LEAD ANALYST, IGAMING PRODUCT ANALYTICS",,DraftKings,"Ideally, you have 4+ years of business analytics or data science experience. Familiar with data visualization tools such as Tableau.","Boston, MA"
1775,SENIOR DATA ANALYST,,UniGroup,"Implements data quality tests and continuously review, optimize, and refactor data models in order to expand our data environments with ready to analyze data.",Remote +1 location
1776,Customer Data Analyst,,Verint Systems Inc.,"The right candidate will be passionate about using tools and technology, experienced with data analysis and visualization, and enthusiastic about telling the…",Remote
1777,"Director, Data Science","$166,600 a year",Tableau,"3+ years of experience directly managing data scientists and analytics teams. Experience with graph databases, and data presentation of customer behavior.","Seattle, WA"
1778,"Postdoctoral Fellow, Data Science RWE Advanced Analytics",,Johnson & Johnson,Proven track record of consistently delivering on high impact data science projects. Hands-on technical data analysis and machine learning modeling experience.,United States +1 location
1779,Sr Associate Data Scientist (REMOTE),"$96,800 - $159,700 a year","The Travelers Companies, Inc.","Heavy concentration in mathematics, including statistics and programming, business intelligence/analytics, as well as data science tools and research using…","Hartford, CT"
1780,Data Analyst with Databricks,$60 - $65 an hour,DataPattern,"Development of Roadmap based on provided strategy for implementing the Streaming Analytics, Aggregation capabilities so that data science team can implement the…",Remote
1781,Public Health Statistician,,Lantana Consulting Group,"Formulates analytic approaches to address science questions including designing study plan, determines data capture and statistical analysis plans, and…",Remote
1782,Remote Senior Data Analyst - Enterprise RCS - Smart Buildings,,Siemens,"Acquires data from primary or secondary data sources and maintain databases/data systems. Operates and optimizes pre-defined tools, applications and data bases…",United States +1 location
1783,Senior Business Data Analyst,"$87,300 - $149,040 a year",ServiceNow,Design and create wireframes for data visualizations on Tableau as part of project requirements discussion. The Senior Business Data Analyst will have an end to…,"Denver, CO +4 locations"
1784,Senior Director of Analytics and Data Science,,Course Hero,"Passion for enabling analytics and data science best practices. Recruit, hire, and retain world-class analytics and data science staff.","Redwood City, CA"
1785,"LEAD ANALYST, IGAMING PRODUCT ANALYTICS",,DraftKings,"Ideally, you have 4+ years of business analytics or data science experience. Familiar with data visualization tools such as Tableau.","Boston, MA"
1786,SENIOR DATA ANALYST,,UniGroup,"Implements data quality tests and continuously review, optimize, and refactor data models in order to expand our data environments with ready to analyze data.",Remote +1 location
1787,Customer Data Analyst,,Verint Systems Inc.,"The right candidate will be passionate about using tools and technology, experienced with data analysis and visualization, and enthusiastic about telling the…",Remote
1788,"Director, Data Science","$166,600 a year",Tableau,"3+ years of experience directly managing data scientists and analytics teams. Experience with graph databases, and data presentation of customer behavior.","Seattle, WA"
1789,"Postdoctoral Fellow, Data Science RWE Advanced Analytics",,Johnson & Johnson,Proven track record of consistently delivering on high impact data science projects. Hands-on technical data analysis and machine learning modeling experience.,United States +1 location
1790,Sr Associate Data Scientist (REMOTE),"$96,800 - $159,700 a year","The Travelers Companies, Inc.","Heavy concentration in mathematics, including statistics and programming, business intelligence/analytics, as well as data science tools and research using…","Hartford, CT"
1791,Data Analyst with Databricks,$60 - $65 an hour,DataPattern,"Development of Roadmap based on provided strategy for implementing the Streaming Analytics, Aggregation capabilities so that data science team can implement the…",Remote
1792,Public Health Statistician,,Lantana Consulting Group,"Formulates analytic approaches to address science questions including designing study plan, determines data capture and statistical analysis plans, and…",Remote
1793,Remote Senior Data Analyst - Enterprise RCS - Smart Buildings,,Siemens,"Acquires data from primary or secondary data sources and maintain databases/data systems. Operates and optimizes pre-defined tools, applications and data bases…",United States +1 location
1794,Senior Business Data Analyst,"$87,300 - $149,040 a year",ServiceNow,"Design and create wireframes for data visualizations on Tableau as part of project requirements discussion. At ServiceNow, our technology makes the world work…","Denver, CO +4 locations"
1795,Senior Director of Analytics and Data Science,,Course Hero,"Passion for enabling analytics and data science best practices. Recruit, hire, and retain world-class analytics and data science staff. Join us on our mission!","Redwood City, CA"
1796,"LEAD ANALYST, IGAMING PRODUCT ANALYTICS",,DraftKings,"Ideally, you have 4+ years of business analytics or data science experience. Familiar with data visualization tools such as Tableau. BOSTON, MA | REMOTE - US.","Boston, MA"
1797,SENIOR DATA ANALYST,,UniGroup,"Implements data quality tests and continuously review, optimize, and refactor data models in order to expand our data environments with ready to analyze data.",Remote +1 location
1798,Customer Data Analyst,,Verint Systems Inc.,"The right candidate will be passionate about using tools and technology, experienced with data analysis and visualization, and enthusiastic about telling the…",Remote
1799,"Director, Data Science","$166,600 a year",Tableau,Do you love seeing data drive business decisions? 3+ years of experience directly managing data scientists and analytics teams.,"Seattle, WA"
1800,"Postdoctoral Fellow, Data Science RWE Advanced Analytics",,Johnson & Johnson,Proven track record of consistently delivering on high impact data science projects. Hands-on technical data analysis and machine learning modeling experience.,United States +1 location
1801,Sr Associate Data Scientist (REMOTE),"$96,800 - $159,700 a year","The Travelers Companies, Inc.","Heavy concentration in mathematics, including statistics and programming, business intelligence/analytics, as well as data science tools and research using…","Hartford, CT"
1802,Data Analyst with Databricks,$60 - $65 an hour,DataPattern,"Development of Roadmap based on provided strategy for implementing the Streaming Analytics, Aggregation capabilities so that data science team can implement the…",Remote
1803,Public Health Statistician,,Lantana Consulting Group,"Formulates analytic approaches to address science questions including designing study plan, determines data capture and statistical analysis plans, and…",Remote
1804,Remote Senior Data Analyst - Enterprise RCS - Smart Buildings,,Siemens,"Acquires data from primary or secondary data sources and maintain databases/data systems. Operates and optimizes pre-defined tools, applications and data bases…",United States +1 location
1805,Senior Business Data Analyst,"$87,300 - $149,040 a year",ServiceNow,Design and create wireframes for data visualizations on Tableau as part of project requirements discussion. The Senior Business Data Analyst will have an end to…,"Denver, CO +4 locations"
1806,Senior Director of Analytics and Data Science,,Course Hero,"Passion for enabling analytics and data science best practices. Recruit, hire, and retain world-class analytics and data science staff.","Redwood City, CA"
1807,"LEAD ANALYST, IGAMING PRODUCT ANALYTICS",,DraftKings,"Ideally, you have 4+ years of business analytics or data science experience. Familiar with data visualization tools such as Tableau.","Boston, MA"
1808,SENIOR DATA ANALYST,,UniGroup,"Implements data quality tests and continuously review, optimize, and refactor data models in order to expand our data environments with ready to analyze data.",Remote +1 location
1809,Customer Data Analyst,,Verint Systems Inc.,"The right candidate will be passionate about using tools and technology, experienced with data analysis and visualization, and enthusiastic about telling the…",Remote
1810,"Director, Data Science","$166,600 a year",Tableau,"3+ years of experience directly managing data scientists and analytics teams. Experience with graph databases, and data presentation of customer behavior.","Seattle, WA"
1811,"Postdoctoral Fellow, Data Science RWE Advanced Analytics",,Johnson & Johnson,Proven track record of consistently delivering on high impact data science projects. Hands-on technical data analysis and machine learning modeling experience.,United States +1 location
1812,Sr Associate Data Scientist (REMOTE),"$96,800 - $159,700 a year","The Travelers Companies, Inc.","Heavy concentration in mathematics, including statistics and programming, business intelligence/analytics, as well as data science tools and research using…","Hartford, CT"
1813,Data Analyst with Databricks,$60 - $65 an hour,DataPattern,"Development of Roadmap based on provided strategy for implementing the Streaming Analytics, Aggregation capabilities so that data science team can implement the…",Remote
1814,Public Health Statistician,,Lantana Consulting Group,"Formulates analytic approaches to address science questions including designing study plan, determines data capture and statistical analysis plans, and…",Remote
1815,Remote Senior Data Analyst - Enterprise RCS - Smart Buildings,,Siemens,"Acquires data from primary or secondary data sources and maintain databases/data systems. Operates and optimizes pre-defined tools, applications and data bases…",United States +1 location
1816,Senior Business Data Analyst,"$87,300 - $149,040 a year",ServiceNow,Design and create wireframes for data visualizations on Tableau as part of project requirements discussion. The Senior Business Data Analyst will have an end to…,"Denver, CO +4 locations"
1817,Senior Director of Analytics and Data Science,,Course Hero,"Passion for enabling analytics and data science best practices. Recruit, hire, and retain world-class analytics and data science staff.","Redwood City, CA"
1818,"LEAD ANALYST, IGAMING PRODUCT ANALYTICS",,DraftKings,"Ideally, you have 4+ years of business analytics or data science experience. Familiar with data visualization tools such as Tableau.","Boston, MA"
1819,SENIOR DATA ANALYST,,UniGroup,"Implements data quality tests and continuously review, optimize, and refactor data models in order to expand our data environments with ready to analyze data.",Remote +1 location
1820,Customer Data Analyst,,Verint Systems Inc.,"The right candidate will be passionate about using tools and technology, experienced with data analysis and visualization, and enthusiastic about telling the…",Remote
1821,"Director, Data Science","$166,600 a year",Tableau,"3+ years of experience directly managing data scientists and analytics teams. Experience with graph databases, and data presentation of customer behavior.","Seattle, WA"
1822,"Postdoctoral Fellow, Data Science RWE Advanced Analytics",,Johnson & Johnson,Proven track record of consistently delivering on high impact data science projects. Hands-on technical data analysis and machine learning modeling experience.,United States +1 location
1823,Sr Associate Data Scientist (REMOTE),"$96,800 - $159,700 a year","The Travelers Companies, Inc.","Heavy concentration in mathematics, including statistics and programming, business intelligence/analytics, as well as data science tools and research using…","Hartford, CT"
1824,Data Analyst with Databricks,$60 - $65 an hour,DataPattern,"Development of Roadmap based on provided strategy for implementing the Streaming Analytics, Aggregation capabilities so that data science team can implement the…",Remote
1825,Public Health Statistician,,Lantana Consulting Group,"Formulates analytic approaches to address science questions including designing study plan, determines data capture and statistical analysis plans, and…",Remote
1826,Remote Senior Data Analyst - Enterprise RCS - Smart Buildings,,Siemens,"Acquires data from primary or secondary data sources and maintain databases/data systems. Operates and optimizes pre-defined tools, applications and data bases…",United States +1 location
1827,Senior Business Data Analyst,"$87,300 - $149,040 a year",ServiceNow,Design and create wireframes for data visualizations on Tableau as part of project requirements discussion. The Senior Business Data Analyst will have an end to…,"Denver, CO +4 locations"
1828,Senior Director of Analytics and Data Science,,Course Hero,"Passion for enabling analytics and data science best practices. Recruit, hire, and retain world-class analytics and data science staff.","Redwood City, CA"
1829,"LEAD ANALYST, IGAMING PRODUCT ANALYTICS",,DraftKings,"Ideally, you have 4+ years of business analytics or data science experience. Familiar with data visualization tools such as Tableau.","Boston, MA"
1830,SENIOR DATA ANALYST,,UniGroup,"Implements data quality tests and continuously review, optimize, and refactor data models in order to expand our data environments with ready to analyze data.",Remote +1 location
1831,Customer Data Analyst,,Verint Systems Inc.,"The right candidate will be passionate about using tools and technology, experienced with data analysis and visualization, and enthusiastic about telling the…",Remote
1832,"Director, Data Science","$166,600 a year",Tableau,"3+ years of experience directly managing data scientists and analytics teams. Experience with graph databases, and data presentation of customer behavior.","Seattle, WA"
1833,"Postdoctoral Fellow, Data Science RWE Advanced Analytics",,Johnson & Johnson,Proven track record of consistently delivering on high impact data science projects. Hands-on technical data analysis and machine learning modeling experience.,United States +1 location
1834,Sr Associate Data Scientist (REMOTE),"$96,800 - $159,700 a year","The Travelers Companies, Inc.","Heavy concentration in mathematics, including statistics and programming, business intelligence/analytics, as well as data science tools and research using…","Hartford, CT"
1835,Data Analyst with Databricks,$60 - $65 an hour,DataPattern,"Development of Roadmap based on provided strategy for implementing the Streaming Analytics, Aggregation capabilities so that data science team can implement the…",Remote
1836,Public Health Statistician,,Lantana Consulting Group,"Formulates analytic approaches to address science questions including designing study plan, determines data capture and statistical analysis plans, and…",Remote
1837,Remote Senior Data Analyst - Enterprise RCS - Smart Buildings,,Siemens,"Acquires data from primary or secondary data sources and maintain databases/data systems. Operates and optimizes pre-defined tools, applications and data bases…",United States +1 location
1838,Senior Business Data Analyst,"$87,300 - $149,040 a year",ServiceNow,Design and create wireframes for data visualizations on Tableau as part of project requirements discussion. The Senior Business Data Analyst will have an end to…,"Denver, CO +4 locations"
1839,Senior Director of Analytics and Data Science,,Course Hero,"Passion for enabling analytics and data science best practices. Recruit, hire, and retain world-class analytics and data science staff.","Redwood City, CA"
1840,"LEAD ANALYST, IGAMING PRODUCT ANALYTICS",,DraftKings,"Ideally, you have 4+ years of business analytics or data science experience. Familiar with data visualization tools such as Tableau.","Boston, MA"
1841,SENIOR DATA ANALYST,,UniGroup,"Implements data quality tests and continuously review, optimize, and refactor data models in order to expand our data environments with ready to analyze data.",Remote +1 location
1842,Customer Data Analyst,,Verint Systems Inc.,"The right candidate will be passionate about using tools and technology, experienced with data analysis and visualization, and enthusiastic about telling the…",Remote
1843,"Director, Data Science","$166,600 a year",Tableau,"3+ years of experience directly managing data scientists and analytics teams. Experience with graph databases, and data presentation of customer behavior.","Seattle, WA"
1844,"Postdoctoral Fellow, Data Science RWE Advanced Analytics",,Johnson & Johnson,Proven track record of consistently delivering on high impact data science projects. Hands-on technical data analysis and machine learning modeling experience.,United States +1 location
1845,Sr Associate Data Scientist (REMOTE),"$96,800 - $159,700 a year","The Travelers Companies, Inc.","Heavy concentration in mathematics, including statistics and programming, business intelligence/analytics, as well as data science tools and research using…","Hartford, CT"
1846,Data Analyst with Databricks,$60 - $65 an hour,DataPattern,"Development of Roadmap based on provided strategy for implementing the Streaming Analytics, Aggregation capabilities so that data science team can implement the…",Remote
1847,Public Health Statistician,,Lantana Consulting Group,"Formulates analytic approaches to address science questions including designing study plan, determines data capture and statistical analysis plans, and…",Remote
1848,Remote Senior Data Analyst - Enterprise RCS - Smart Buildings,,Siemens,"Acquires data from primary or secondary data sources and maintain databases/data systems. Operates and optimizes pre-defined tools, applications and data bases…",United States +1 location
1849,Senior Business Data Analyst,"$87,300 - $149,040 a year",ServiceNow,Design and create wireframes for data visualizations on Tableau as part of project requirements discussion. The Senior Business Data Analyst will have an end to…,"Denver, CO +4 locations"
1850,Senior Director of Analytics and Data Science,,Course Hero,"Passion for enabling analytics and data science best practices. Recruit, hire, and retain world-class analytics and data science staff.","Redwood City, CA"
1851,"LEAD ANALYST, IGAMING PRODUCT ANALYTICS",,DraftKings,"Ideally, you have 4+ years of business analytics or data science experience. Familiar with data visualization tools such as Tableau.","Boston, MA"
1852,SENIOR DATA ANALYST,,UniGroup,"Implements data quality tests and continuously review, optimize, and refactor data models in order to expand our data environments with ready to analyze data.",Remote +1 location
1853,Customer Data Analyst,,Verint Systems Inc.,"The right candidate will be passionate about using tools and technology, experienced with data analysis and visualization, and enthusiastic about telling the…",Remote
1854,"Director, Data Science","$166,600 a year",Tableau,"3+ years of experience directly managing data scientists and analytics teams. Experience with graph databases, and data presentation of customer behavior.","Seattle, WA"
1855,"Postdoctoral Fellow, Data Science RWE Advanced Analytics",,Johnson & Johnson,Proven track record of consistently delivering on high impact data science projects. Hands-on technical data analysis and machine learning modeling experience.,United States +1 location
1856,Sr Associate Data Scientist (REMOTE),"$96,800 - $159,700 a year","The Travelers Companies, Inc.","Heavy concentration in mathematics, including statistics and programming, business intelligence/analytics, as well as data science tools and research using…","Hartford, CT"
1857,Data Analyst with Databricks,$60 - $65 an hour,DataPattern,"Development of Roadmap based on provided strategy for implementing the Streaming Analytics, Aggregation capabilities so that data science team can implement the…",Remote
1858,Public Health Statistician,,Lantana Consulting Group,"Formulates analytic approaches to address science questions including designing study plan, determines data capture and statistical analysis plans, and…",Remote
1859,Remote Senior Data Analyst - Enterprise RCS - Smart Buildings,,Siemens,"Acquires data from primary or secondary data sources and maintain databases/data systems. Operates and optimizes pre-defined tools, applications and data bases…",United States +1 location
1860,Senior Business Data Analyst,"$87,300 - $149,040 a year",ServiceNow,Design and create wireframes for data visualizations on Tableau as part of project requirements discussion. The Senior Business Data Analyst will have an end to…,"Denver, CO +4 locations"
1861,Senior Director of Analytics and Data Science,,Course Hero,"Passion for enabling analytics and data science best practices. Recruit, hire, and retain world-class analytics and data science staff.","Redwood City, CA"
1862,"LEAD ANALYST, IGAMING PRODUCT ANALYTICS",,DraftKings,"Ideally, you have 4+ years of business analytics or data science experience. Familiar with data visualization tools such as Tableau.","Boston, MA"
1863,SENIOR DATA ANALYST,,UniGroup,"Implements data quality tests and continuously review, optimize, and refactor data models in order to expand our data environments with ready to analyze data.",Remote +1 location
1864,Customer Data Analyst,,Verint Systems Inc.,"The right candidate will be passionate about using tools and technology, experienced with data analysis and visualization, and enthusiastic about telling the…",Remote
1865,"Director, Data Science","$166,600 a year",Tableau,"3+ years of experience directly managing data scientists and analytics teams. Experience with graph databases, and data presentation of customer behavior.","Seattle, WA"
1866,"Postdoctoral Fellow, Data Science RWE Advanced Analytics",,Johnson & Johnson,Proven track record of consistently delivering on high impact data science projects. Hands-on technical data analysis and machine learning modeling experience.,United States +1 location
1867,Sr Associate Data Scientist (REMOTE),"$96,800 - $159,700 a year","The Travelers Companies, Inc.","Heavy concentration in mathematics, including statistics and programming, business intelligence/analytics, as well as data science tools and research using…","Hartford, CT"
1868,Data Analyst with Databricks,$60 - $65 an hour,DataPattern,"Development of Roadmap based on provided strategy for implementing the Streaming Analytics, Aggregation capabilities so that data science team can implement the…",Remote
1869,Public Health Statistician,,Lantana Consulting Group,"Formulates analytic approaches to address science questions including designing study plan, determines data capture and statistical analysis plans, and…",Remote
1870,Remote Senior Data Analyst - Enterprise RCS - Smart Buildings,,Siemens,"Acquires data from primary or secondary data sources and maintain databases/data systems. Operates and optimizes pre-defined tools, applications and data bases…",United States +1 location
1871,Senior Business Data Analyst,"$87,300 - $149,040 a year",ServiceNow,"Design and create wireframes for data visualizations on Tableau as part of project requirements discussion. At ServiceNow, our technology makes the world work…","Denver, CO +4 locations"
1872,Senior Director of Analytics and Data Science,,Course Hero,"Passion for enabling analytics and data science best practices. Recruit, hire, and retain world-class analytics and data science staff. Join us on our mission!","Redwood City, CA"
1873,"LEAD ANALYST, IGAMING PRODUCT ANALYTICS",,DraftKings,"Ideally, you have 4+ years of business analytics or data science experience. Familiar with data visualization tools such as Tableau. BOSTON, MA | REMOTE - US.","Boston, MA"
1874,SENIOR DATA ANALYST,,UniGroup,"Implements data quality tests and continuously review, optimize, and refactor data models in order to expand our data environments with ready to analyze data.",Remote +1 location
1875,Customer Data Analyst,,Verint Systems Inc.,"The right candidate will be passionate about using tools and technology, experienced with data analysis and visualization, and enthusiastic about telling the…",Remote
1876,"Director, Data Science","$166,600 a year",Tableau,Do you love seeing data drive business decisions? 3+ years of experience directly managing data scientists and analytics teams.,"Seattle, WA"
1877,"Postdoctoral Fellow, Data Science RWE Advanced Analytics",,Johnson & Johnson,Proven track record of consistently delivering on high impact data science projects. Hands-on technical data analysis and machine learning modeling experience.,United States +1 location
1878,Sr Associate Data Scientist (REMOTE),"$96,800 - $159,700 a year","The Travelers Companies, Inc.","Heavy concentration in mathematics, including statistics and programming, business intelligence/analytics, as well as data science tools and research using…","Hartford, CT"
1879,Data Analyst with Databricks,$60 - $65 an hour,DataPattern,"Development of Roadmap based on provided strategy for implementing the Streaming Analytics, Aggregation capabilities so that data science team can implement the…",Remote
1880,Public Health Statistician,,Lantana Consulting Group,"Formulates analytic approaches to address science questions including designing study plan, determines data capture and statistical analysis plans, and…",Remote
1881,Remote Senior Data Analyst - Enterprise RCS - Smart Buildings,,Siemens,"Acquires data from primary or secondary data sources and maintain databases/data systems. Operates and optimizes pre-defined tools, applications and data bases…",United States +1 location
1882,Senior Business Data Analyst,"$87,300 - $149,040 a year",ServiceNow,"Design and create wireframes for data visualizations on Tableau as part of project requirements discussion. At ServiceNow, our technology makes the world work…","Denver, CO +4 locations"
1883,Senior Director of Analytics and Data Science,,Course Hero,"Passion for enabling analytics and data science best practices. Recruit, hire, and retain world-class analytics and data science staff. Join us on our mission!","Redwood City, CA"
1884,"LEAD ANALYST, IGAMING PRODUCT ANALYTICS",,DraftKings,"Ideally, you have 4+ years of business analytics or data science experience. Familiar with data visualization tools such as Tableau. BOSTON, MA | REMOTE - US.","Boston, MA"
1885,SENIOR DATA ANALYST,,UniGroup,"Implements data quality tests and continuously review, optimize, and refactor data models in order to expand our data environments with ready to analyze data.",Remote +1 location
1886,Customer Data Analyst,,Verint Systems Inc.,"The right candidate will be passionate about using tools and technology, experienced with data analysis and visualization, and enthusiastic about telling the…",Remote
1887,"Director, Data Science","$166,600 a year",Tableau,Do you love seeing data drive business decisions? 3+ years of experience directly managing data scientists and analytics teams.,"Seattle, WA"
1888,"Postdoctoral Fellow, Data Science RWE Advanced Analytics",,Johnson & Johnson,Proven track record of consistently delivering on high impact data science projects. Hands-on technical data analysis and machine learning modeling experience.,United States +1 location
1889,Sr Associate Data Scientist (REMOTE),"$96,800 - $159,700 a year","The Travelers Companies, Inc.","Heavy concentration in mathematics, including statistics and programming, business intelligence/analytics, as well as data science tools and research using…","Hartford, CT"
1890,Data Analyst with Databricks,$60 - $65 an hour,DataPattern,"Development of Roadmap based on provided strategy for implementing the Streaming Analytics, Aggregation capabilities so that data science team can implement the…",Remote
1891,Public Health Statistician,,Lantana Consulting Group,"Formulates analytic approaches to address science questions including designing study plan, determines data capture and statistical analysis plans, and…",Remote
1892,Remote Senior Data Analyst - Enterprise RCS - Smart Buildings,,Siemens,"Acquires data from primary or secondary data sources and maintain databases/data systems. Operates and optimizes pre-defined tools, applications and data bases…",United States +1 location
1893,Senior Business Data Analyst,"$87,300 - $149,040 a year",ServiceNow,Design and create wireframes for data visualizations on Tableau as part of project requirements discussion. The Senior Business Data Analyst will have an end to…,"Denver, CO +4 locations"
1894,Senior Director of Analytics and Data Science,,Course Hero,"Passion for enabling analytics and data science best practices. Recruit, hire, and retain world-class analytics and data science staff.","Redwood City, CA"
