,title,company,salary,description,location
572,Data Engineer,SYSUSA,,Experience with data integration and migration projects; ETL/data integration tools.You will be extracting the data from Digital Twin or proprietary data…,Remote
573,Data Engineer,Grid,,We’re looking for a seasoned data engineer who can help us lay the foundation of an exceptional data engineering practice.,"Oakland, CA"
574,Senior Data Engineer,"Pantheon Systems, Inc",,Work with business owners and data providers to create data contract SLAs.Define data validation testing strategy and test for each component of a data…,"Remote in Seattle, WA"
575,Murex Risk Data Engineer,SoHo Dragon,,"Rerun as needed data/files depending on various data requests from Risk Analytics/Quants users.Troubleshoot issues related to generated data quality, validate…","New York, NY 10017 (Midtown area)"
576,Data Engineer,Sia Partners,"$94,000 - $152,000 a year","Partner with our client’s leadership teams, engineers, program managers and data analysts to understand data needs.Experience with data quality and validation.","Palo Alto, CA 94303"
577,Data Engineer (Full Time) United States,Cisco Systems,,Analyze structural requirements for data storage solutions and completeness.Data Engineers are focused on enabling a data driven approach to optimization by…,"San Jose, CA"
578,"Software Engineer II, Data Infrastructure",Etsy,,"Your work will enable other developers, data scientists, and analysts to write the high-performing pipelines that power data science, machine learning, and…","Remote in Brooklyn, NY 11201"
579,Data Engineer II,Procter & Gamble,,"You will lead delivery of E2E scalable data & analytics applications using best in class industry standards, actively coding and adapting them to ensure their…","West Chester, OH"
580,Data Test Engineer,Physicians Mutual,,"Creation of test cases, test data and test procedures to facilitate a quality implementation.3+ years of data testing experience working within an Agile…","Omaha, NE 68131"
581,Data Analytics Engineer,Lucid Motors,,"Proficient in data warehouse, data lake design, data modeling and data management.Proficient in data warehouse, data lake design, data modeling and data…","Newark, CA 94560"
582,Principal Data Engineer – ETL and Data Warehousing,Procare LTC pharmacy,,"Modify ETL processes as needed to Extract, Transform and Load data from various data sources into the data warehouse.",Remote
583,Data Engineer,Nielsen,,"Understanding of data flows, data architecture, ETL and processing of structured and unstructured data.Brainstorming ideas to potentially store all the world’s…",Remote in United States
584,Data Engineer,MagicLinks,,Perform data loads and optimize data for extraction and reporting use.Assist with discovery of data requirements to ensure proper data collection and plan…,"Remote in Venice, CA"
585,Data Engineer,Paxos,,Ensure data access and segregation aligns to relevant data policies.Build data expertise and own data quality for your areas.3+ years of SQL experience.,"Remote in New York, NY"
586,Data Engineer I,MediQuant LLC,,"Additional activities for this position include transformation of discrete data, conversion of documents and images into formats supported by MediQuant software…","Remote in Atlanta, GA 30301"
587,Snowflake Data Engineer- Snowpipe Specialist,bigr,$80 - $90 an hour,Understanding of data security and data access controls and design aspects.Model new features and subject areas and integrate them with existing structures to…,Remote in United States
588,Lead Data Engineer,NAVEX Global,,Lead a team of data engineers while also being an individual contributor to the team.You will help facilitate and clarify communication with many engineering…,Remote
589,Senior Data Engineer,"Pantheon Systems, Inc",,Work with business owners and data providers to create data contract SLAs.Define data validation testing strategy and test for each component of a data…,"Remote in Seattle, WA"
590,Data Engineer,3K Technologies,"$84,501 - $190,893 a year","Data analysis, data modelling, data integration, data warehousing and database design.Experience with streaming data processing.",Remote
591,Python Data Engineer,Edrstaffing,"$90,000 - $150,000 a year","We’re looking for exceptional talent, with strong background in data engineer.2 - 3 years of ETL experience with heavy focus on building robust, repeatable…","Boston, MA 02108 (Back Bay-Beacon Hill area)"
592,Data Engineer III - Remote,UW Health,,"Leverage knowledge and skill with a variety of data engineering, DataOps, and data warehousing methodologies, techniques, tools, and platforms to move and…","Remote in Madison, WI 53717"
593,"Data Engineer, Creator Services",SoundCloud,,"You are passionate about building efficient data pipelines, with a solid background in SQL, Python and Scala.Various snacks, goodies, and 2 free lunches weekly…","Los Angeles, CA"
594,Data Engineer,Sia Partners,"$94,000 - $152,000 a year","Partner with our client’s leadership teams, engineers, program managers and data analysts to understand data needs.Experience with data quality and validation.","Palo Alto, CA 94303"
595,Data Engineer,DocGo,,Work with data and analytics experts to strive for greater functionality in our data systems.Create data tools for analytics and data scientist team members…,"New York, NY 10001 (Garment District area)"
596,Data Modeler/Data Engineer,Tekskills,$43.13 - $60.57 an hour,"Collaborate with data engineers, solution architects other stakeholders on the data model, maintenance and optimization.Position: Data Modeler/Data Engineer*.",Remote
597,Data Engineer with Databricks,Galon Solution Inc,,Develop Databricks programs and ADF pipelines to support data and BI engineering requirements.Implement large scale data analytics system utilizing Azure…,Remote
598,Cloud Data Flow Pipeline Engineer,Deloitte,,"Experience designing Event Driven architectures, data streams.The Cloud Data Flow Pipeline Engineer will work on data flow processing and human processing,…","Rosslyn, VA 22209 (Radnor-Ft Myer Heights area)"
599,Software Engineer II - Cloud Data Collection,Sumo Logic,,"As a Software Engineer II working on our Data Collection team, you will be a hands-on engineer architecting, designing, and implementing a highly scalable data…","Remote in Redwood City, CA 94063"
600,DATA ENGINEER,Access2,,"If you you're into data and understand data to consumer.Design, implement, and maintain data solutions from data collection and curation through to content…",United States
601,Big Data Support Engineer for cloud migration project-Remote,CEDENT,,5 to 7 years of experience in big data space.Good understanding of Data processing using big data tools.Bachelor’s Degree: Computer Science or engineering.,"Remote in Phoenix, AZ"
602,Senior Data Engineer,Harman International,,Provide analytical and data insights to senior management/data scientists or engineers.Ensure the data quality by using data engineering methods to deal with…,"Novi, MI 48377"
603,Data Engineer (Office of the CTO),Consensys,,Implementing data privacy policies and complying with data protection regulations.We are using a mix of providing some centralized data engineering functions…,"Remote in Miami, FL"
604,Data Scientist/Data Engineer - Remote,SOSi,,Providing models to help prep and clean data sets for usage throughout the data-pipeline.Working within the data-engineering team to propose and implement AI…,"Remote in Vienna, VA"
605,Data Engineer,Falcon IT,$70 - $80 an hour,AWS data load and retrieval.Accessing and managing data using Apache Hive.Big data: 3 years (Required).Collecting streaming data with Kinesis Data Streams…,Remote
606,AWS Data Engineer,Infinitive Inc,,"This person will develop, integrate, and deploy data science applications or enhancement to COTS products that support the discovery of information hidden in…","Ashburn, VA"
607,Entry Level Data Engineer - 482013,I28 Technologies Corporation,"$50,000 - $55,000 a year","Understanding in Azure data migration patterns.Azure Data platform implementation, Managing projects through the entire project lifecycle.",Remote
608,Data Engineer,MANDO TECHNOLOGIES INC,,"Understanding of data architecture design, data modeling, and physical database design and tuning.Ability to understand data pipelines and modern ways of…","Remote in Plano, TX"
609,Data Engineer,CompStak,,Experience using/contributing to data cataloging/data dictionary.Experience building ETL Pipelinesin data warehouse (Snowflake).Strong Python and SQL skills.,"New York, NY"
610,Data Engineer,Metal,,"Design and implement data pipelines to ingest data from many internal and third party data sources.Design and implement data warehouses, data marts, and/or…",Remote
611,REMOTE - Data Engineer,Nestlé Purina Pet Care,,Provide data analysis of internal and external data sources for transformation and delivery to end user solutions.Experience with Microsoft Azure Platform.,"Remote in St. Louis, MO"
612,Data Engineer,Hello Privacy,,An understanding of ETL and data pipeline principles connecting to multiple data sources such as a Data Lake & Reporting Systems.,"Remote in New York, NY"
613,Data Engineer II,Concentric Corp.,,This person will also be working on the company's data layer—testing interoperability with application machine learning against fraud and money laundering.,"Omaha, NE 68137"
614,Data Warehouse Engineer (Remote worker opportunity),BAE Systems,,The candidate develops deep knowledge and understanding of the data warehouse and data management assets available within our data platforms and act as the…,"Remote in Charlotte, NC 28277"
615,ADAS Data / Analytic Engineer,Kett Engineering Corporation,"$80,000 a year",Develop standard data and analytics processes.Develop data architecture and analytics systems for vehicle evaluations across Client Vehicle platforms.,"Ann Arbor, MI"
616,"Senior Network Engineer, Data Center",Mastercard,,Research and develop innovative solutions around and within network and data center environments.This role is part of the team that primarily supports the Data…,"Fraser, MI"
617,Sr. Data Engineer I,PICKUP Now Inc,"$130,000 - $150,000 a year","Experienced in building and optimizing big data pipelines, architectures, and data warehouses.Experience with delivery or logistics-based data.",United States
618,Data Engineer,Kenect,,Transforming and cleaning data to manageable formats while maintaining data integrity.This position will facilitate data migrations and help manage our…,"Pleasant Grove, UT"
619,Data Engineer,MedPro Group,"$70,000 - $130,000 a year","Knowledge of ‘big data’ data pipelines, architectures and data sets with RDBMS and distributed technologies (e.g. Spark, Hive, or Pig).",Remote
620,Data Analytics Engineer,PICA Manufacturing Solutions,,"Plan, develop and execute data-collecting strategies.Experience with AI/Machine Learning to enhance data analysis and reporting.","Remote in Derry, NH 03038"
621,Data Engineer Returnship II,Disney Media & Entertainment Distribution,,"Strong understanding of data modeling principles including Dimensional modeling, data normalization principles etc.Perform ad hoc analysis as necessary.",Maryland
622,Data Engineer - Remote,Mayo Clinic,,"Ability to build and optimize data sets, 'big data' data pipelines and architectures.Keep Mayo’s data separate and secure across national boundaries through…","Remote in Phoenix, AZ 85054"
623,Data Engineer,Datalab USA,,"Assist with data quality assurance.They will execute, monitor and QC existing ETL, Reporting and Campaign processes thereby contributing to the team while…","Germantown, MD 20876"
624,Data Engineer,Michael Kors,,Knowledge of industry leading data architecture and data management practices.5+ years of experience with data profiling and data pipeline development.,"Remote in New York, NY"
625,Senior Software Engineer (E5) - Games Data,Netflix,,You may even be a software engineer with a focus or passion for data-driven solutions.You have experience building software for the purposes of data collection…,"Remote in Los Angeles, CA"
626,Data Engineer,Dovenmuehle,,Collaborate with data analysts to bridge business goals with data delivery.Oversee systems tracking data quality and consistency.,"San Francisco, CA 94110 (Mission area)"
627,Data Modeling Engineer,Swish Analytics,,"Identify and solve issues concerning data management to improve data quality.Strong understanding of algorithms, data structures, data architecture, and…","Remote in San Francisco, CA 94133"
628,Data Engineer,fusionSpan,,"Acquire data from primary or secondary data sources and maintain databases/data systems,.A data engineer at fusionSpan will be part of the cross-functional…",Remote
629,"Sr, Data Engineer",BCMC,,Develop code using various programming and scripting languages to automate data ingestion and improve data management processes.,"Remote in Sterling, VA 20166"
630,Data Engineer,Veo - Corporate Careers,,"Interact with key APIs and ingestion tools to pipe data into our data warehouse.Design, develop, and maintain efficient data pipelines that power company wide…","Remote in Los Angeles, CA"
631,Trainee Data Centre Engineer,"CyrusOne, LLC.",,Trainee Data Centre Engineer will work with our busy data centre team and will work alongside experienced engineers to gain hands on experience and knowledge of…,"London, OH"
632,Data Engineer,Denali Advanced Integration,,Develop in-depth data pipeline using industry-standard data integration tools.Contribute to architecture of highly scalable and reliable data engineering…,"Redmond, WA 98052"
633,Senior Data Engineer,Carta,,Build resilient data pipelines based on internal and external data sources.Scaling our data infrastructure and developing software that allows for improved…,"San Francisco, CA"
634,Data Engineer,Dept_PhysLoc,,Implement data governance and master data management principles as part of data pipeline development and delivery.Expert level SQL programming experience.,"Milford, CT 06461"
635,Sr. Data Engineer,Mitsubishi HC Capital America Inc,"$131,700 - $162,600 a year",Advanced data analysis skills with ability to trace lineage of report and application data back to source and reverse engineer existing reporting solutions as…,"Hybrid remote in Norwalk, CT 06854"
636,"DATA ENGINEER - REMOTE, US",TMC,,"Ensure you adhere to solid engineering and rigorous data science principles, leaving our customers with maintainable code and models and as stronger engineers…",Remote
637,Senior Engineer- Data Feed,Aria Systems,,"Responsible for leading design, implementation and testing of our data feed and core data platform.In this role you will work with the latest distributed data…","Remote in San Francisco, CA 94107"
638,Senior Big Data System Engineer,Deloitte,,"Collaborate with fellow engineers, engineering program managers, data scientists, and business teams to understand the business landscape to effectively design…","Detroit, MI 48243 (Downtown area)"
639,Data Engineer Lead (100% Virtual),US Foods,"$92,100 - $120,000 a year","Manage existing data pipelines keeping data relevant and true, ready for analytical consumption.In this role, you will be responsible for leading the team of…","Remote in Rosemont, IL 60018"
640,Data Engineer,Digital Dhara LLC,"$140,000 - $150,000 a year",Data Engineer: 10 years (Preferred).Apache Hive: 7 years (Preferred).,"Irving, TX 75038 (Cottonwood area)"
641,Sr. Data Engineer - AI- Machine Learning ( Patient Data),Change Healthcare,"$150,000 - $170,000 a year","Collaborate with product managers, data scientists and other engineers.Lead elegant systems design and develop technologies to effectively ingest and store…",Remote
642,Data Engineer,Veridian tech Solution,"$88,523 - $110,000 a year","Experience building and optimizing ‘big data’ data pipelines, architectures, and data sets.Working knowledge of message queuing, stream processing, and highly…","Irvine, CA 92602"
643,Data Engineer - Hybrid Telework,State of Ohio Jobs,$34.86 an hour,"Design and implement processes for efficient transfer of data, monitor data transfer processes, and resolve data conflicts & inappropriate use of data.","Columbus, OH 43215 (Downtown area)"
644,Data Integrations Engineer,Peloton,,Collaborate with the development team to architect efficient and stable data models.Experience developing Boomi HUB data Models that use Boomi Integration.,"Remote in New York, NY 10011"
645,Data Engineer,"Buyers Edge Platform, LLC",,Comfortable working with data from multiple databases.Data engineering or software development experience (2+ years).,"Remote in Waltham, MA"
646,"Engineer, Data Engineering",Samsung Electronics,,"Ability to handle various data sources, using data modeling work to develop reporting capabilities and valuable insights across data sources.","Ridgefield Park, NJ 07660"
647,Lead Data Scientist / Software Engineer,develop.,,"Practical experience with data analysis and exploration, especially with diverse data sets.Drive the collection of new data and the refinement of existing data…","Miami, FL"
648,Data Engineer,UPL NA Inc.,,"Previous experience as a database engineer or data architect, or alternately in a similar role.Build database management systems and pipelines for current high…","College Station, TX"
649,Data Center Engineer,Synchrony Corp.,"$100,000 - $170,000 a year","4+ Yrs Data Center Support Experience.Knowledge of Networking Devices and Concept.Experience on Windows Server Admin, AD.KVM based remote access systems.","Trout Lake, WA 98650"
650,Data Engineer,Advisor360,,"You will design and implement complex data pipeline, analytical, and transformation processes for data feeds.Design, create, maintain, and support software and…","Hybrid remote in Weston, MA 02493"
651,Data Engineer,"Otter Products, LLC","Up to $95,000 a year","The bulk of the Data Engineer’s work would be in designing, managing, and optimizing data pipelines and then moving these data pipelines effectively into…",Remote
652,Telecom - Data Engineer,Zodiac Solutions,"$61,517 - $138,938 a year", Loading from disparate data sets. by leveraging various big data technology e.g. Kafka. Design and implement data modeling.,"Hybrid remote in Ridgefield Park, NJ"
653,CRM Data Engineer,Mercatus Center at George Mason University,"$65,000 - $85,000 a year",Manage departmental data integrity to ensure data is tracked in line with organizational goals and reporting is accessible in real time.,"Hybrid remote in Arlington, VA 22201"
654,Data Conversion Engineer,Invoice Cloud,,"You will be responsible for analyzing the source data, designing the target data format, extracting existing data, and performing the transform & load.","Remote in Brownsville, TX"
655,Machine Learning Engineer/Data Scientist,ADT Security Services,"$40,894 - $75,946 a year",Experience building data pipelines and data pipeline orchestration.You will leverage petabytes of data and apply advanced data algorithms to build new models…,"Remote in Boca Raton, FL 33431"
656,"Junior Software and Data Engineer, Systematic Equities",Millennium Management LLC,,Experience working with financial data.Practice working with data in some capacity.1-2 years of software engineering experience working with data.,"Newport Beach, CA"
657,Data Engineer,Panalgo,"$95,000 - $110,000 a year",Work on a team of talented and pragmatic engineers/researchers.3-5 years of experience working on ETL pipelines and data loading automation.,"Hybrid remote in Boston, MA"
658,"Data Engineer, ICS","HMA Group Holdings, LLC.",,Familiarity with data governance practices and data quality.Assist with data cleansing through bulk changes or development of a data strategy to address any…,"Remote in Waukee, IA 50263"
659,Data Engineer US,Lansweeper,,"Create and maintain data pipelines for data ingestion and data transformation.Experience in data analytics, data warehouse, and business intelligence solution…","Austin, TX 78759 (Arboretum area)"
660,Data Engineer (8130),KPMG,,Minimum three years of recent experience as a CyberArk engineer.KPMG Assignment Select is geared toward independent professionals interested in temporary or…,Remote
661,Lead Data Engineer,TrueLearn,,"You’ll have the opportunity to work in all aspects of data, including data processing, data management, data governance, data architecture, and more.","Mooresville, NC 28117"
662,Senior Data Engineer,CollegeVine,,"Comfort building ETL and ELT pipelines, data warehousing, and data storage.Consult on data collection work.Who we're looking for.","Remote in Boston, MA"
663,Data Engineer - Tableau,Bristlecone,,"Understand and adhere to Information Security policies, guidelines and procedure, practice them for protection of organizational data and Information System.","San Diego, CA"
664,Azure Data Engineer,Compest Solutions Inc,$53 - $55 an hour,"Azure data lake: 4 years (Required).4.Required Skills Technical Skills- ,Azure Data Factory,Azure Data Lake,Azure Databricks Domain Skills-.","Richmond, VA 23220 (Museums area)"
665,Data Engineer,CourseKey,,Develop ETL processes to merge data from disparate sources.Experience with data products relating to PII & finance.3+ years as a Data Engineer.,"Remote in San Diego, CA"
666,Data Engineer,Tipico USA Technology,"$110,000 - $150,000 a year","Must have experience in successfully implementing data-centric applications, such as data warehouses, operational data stores, and data integration projects.","Denver, CO 80202 (Union Station area)"
667,"Senior Backend/Data Engineer, Insights Platform",Spotify,,"We are looking for engineers with Scala/ Java experience to join our team of hardworking engineers that share a common interest in big data, distributed backend…","Remote in New York, NY"
668,Data Engineer,"Gametime United, Inc.",,Experience with a data visualization software.Create ingest processes for new data sources.Ability to work across disparate data sources to obtain sensible…,Remote
669,Software Engineer - Data,Jellyfish,,You are skilled with data-centric software development and data storage technologies.Build tooling that provides visibility of our data platform for internal…,"Boston, MA"
670,Toggle- Data Engineer,Farmers Insurance Group,"$90,800 - $121,000 a year",Manages requirements for enterprise data enhancements needed to improve future analytics and/or data process.Responsible for identifying internal/external data…,Remote
671,Data Engineer,IIRIS,,Experience in a similar data engineering role.This engineer will develop and enhance both existing ETL tasks as defined in User Stories while also potentially…,"Miami, FL 33132 (Downtown area)"
672,Data Engineer & Analyst - remote,Broadcom,"$91,200 - $152,000 a year","Develop and maintain a data warehouse, data collection systems, data analytics and other strategies that transform data into useful, actionable information.","Remote in Broomfield, CO"
673,Data Engineer,Zenith,,Responsible for system performance of the data tier and the reliability of data feeds across the entire solution.Ownership of the whole data life cycle.,"Atlanta, GA 30313 (Downtown area)"
674,Principal Data Engineer (Machine Learning),Disney Media & Entertainment Distribution,"$142,352 - $190,960 a year","Familiarity with ML pipelines, data ecosystem and AWS technologies.Experience with graph-based data workflows such as Apache Airflow, Meson.","Remote in San Francisco, CA"
675,Data Engineer (6 month contract role),Marsh & McLennan Companies,$70 - $75 an hour,"Leads the team of data engineers and data visualization experts.5-10 years of relevant experience as a Senior Data Engineer with experience with data models,…","Hybrid remote in Hoboken, NJ"
676,Senior Data Engineer,CVS Health,"$75,000 - $167,000 a year","Builds data marts and data models to support Data Science and other internal customers.Integrates data from a variety of sources, assuring that they adhere to…",Remote in Michigan
677,Data Engineer,Medicom,,The ability to work with large data sets from multiple data sources.Aide in building the relationship with our data provider teams to work with their staff on…,"Phoenix, AZ 85018 (Camelback East area)"
678,Data Engineer,GeBBS Consulting,"$110,000 - $160,000 a year","5-10+ years of IT experience.2-5+ years of Python development experience.RDBMS (Relational Database Management System) experience (PostgreSQL preferred, will…",Remote
679,Technology Development Program - Data Engineer Development t...,GEICO,,"Collaborate with data scientists, architects, and engineers on the big data ecosystem that enables our team to build efficiency and improve our customers’…","Chevy Chase, MD 20815"
680,Data Engineer,Terascope,,"Experience working with data in JSON, XML and CSV data formats.Work to customer requirements for the import and export of data into various formats.","Phoenix, AZ 85021 (North Mountain area)"
681,Staff Data Engineer,Machinify,,"Strong data technical background as evidenced by prior experience as a hands-on data/ETL engineer.Familiarity with frameworks and protocols for data transfer,…",Remote
682,Anchor Engineer - Vehicle Data Command Center,Ford Motor Company,,This position will serve to set a career path to software engineers to grow their career into technical leadership.,"Dearborn, MI"
683,"Software Engineer, Data (Satellites & Payloads)",SpaceX,,"Experience working with in-stream data processing of structured and semi-structured data.2+ years of professional, or educational/intern experience in…","Redmond, WA 98052 (SE Redmond area)"
684,Data Engineer I,"Total Aviation Staffing, LLC",,"And methodology, and data visualization (PowerBI, Tableau, etc.).Salary: depending on relevant industry experience.A Day In The Life of a Data Engineer I.","Little Rock, AR 72201"
685,Sr. Big Data/Hadoop Engineer,"Comtech Global, Inc",$80 - $85 an hour,"Perform data analysis, data profiling, data quality and data ingestion in various layers using big data/Hadoop/Hive/Impala queries, PySpark programs and UNIX…",Remote
686,Sr. Data Engineer (Remote),Lyra Health,,5+ years of experience as a data engineer.Implemented and built data warehouses & data models.Work on implementing and designing a data warehouse for all data…,"Remote in Burlingame, CA 94010"
687,Senior Data Storage Engineer (Remote),Grindstone,,"As enterprise systems develop increasingly adopted to the cloud, the Zero Trust strategy will be leveraged to protect data for government customers.",Remote
688,Senior Data Engineer,Flexbase,,"Advanced experience building, optimizing, and maintaining data pipelines and data sets.Own the process and automation for data intake, QA, and data delivery.","Remote in San Francisco, CA"
689,Data Software Engineer,Hudson River Trading,,Design and implement HRT's data storage strategy to help drive successful delivery and access of data in our data centers around the world.,"New York, NY 10005 (Financial District area)"
690,Senior Data Engineer,Flexbase,,Design and implement HRT's data storage strategy to help drive successful delivery and access of data in our data centers around the world.,"Remote in San Francisco, CA"
691,Data Engineer I,New Visions Central Office,,Design and implement HRT's data storage strategy to help drive successful delivery and access of data in our data centers around the world.,"New York, NY"
692,Data Engineer,Numerator,,Design and implement HRT's data storage strategy to help drive successful delivery and access of data in our data centers around the world.,Remote in United States
693,Data Engineer,Fitch Group,,Design and implement HRT's data storage strategy to help drive successful delivery and access of data in our data centers around the world.,"New York, NY"
694,Data Engineer,BitSight,,Design and implement HRT's data storage strategy to help drive successful delivery and access of data in our data centers around the world.,"Remote in Boston, MA 02199"
695,Data & Full Stack Engineer,Healthcare Risk Advisors,,Design and implement HRT's data storage strategy to help drive successful delivery and access of data in our data centers around the world.,"New York, NY 10120 (Chelsea area)"
696,Level Data Senior Engineer,ADT Security Services,"$120,307 - $125,000 a year",Design and implement HRT's data storage strategy to help drive successful delivery and access of data in our data centers around the world.,"Boca Raton, FL 33427"
697,Sr. Data Engineer,Viking Cruises US,,Design and implement HRT's data storage strategy to help drive successful delivery and access of data in our data centers around the world.,"Temporarily Remote in Los Angeles, CA 90012"
698,Data Engineer (Secret Clearance),World Wide Technology,"$140,000 - $180,000 a year",Design and implement HRT's data storage strategy to help drive successful delivery and access of data in our data centers around the world.,Remote
699,Data Engineer,Zeta Global,,Design and implement HRT's data storage strategy to help drive successful delivery and access of data in our data centers around the world.,"Boca Raton, FL"
700,Oracle Developer/Data Engineer (Remote),Windsteam Communications,"$76,000 - $100,000 a year",Design and implement HRT's data storage strategy to help drive successful delivery and access of data in our data centers around the world.,Remote
701,Software Data Engineer,Jacobs,,Design and implement HRT's data storage strategy to help drive successful delivery and access of data in our data centers around the world.,New York State
702,"Data Engineer (Mid-Level, Remote)",Helix,,Design and implement HRT's data storage strategy to help drive successful delivery and access of data in our data centers around the world.,"Remote in Boston, MA 02110"
703,Data Analytics Engineer,Ceras Health Inc,,Design and implement HRT's data storage strategy to help drive successful delivery and access of data in our data centers around the world.,"Boston, MA 02116 (South End area)"
704,Senior Data Engineer,Uplift,,Design and implement HRT's data storage strategy to help drive successful delivery and access of data in our data centers around the world.,"Remote in San Francisco Bay Area, CA"
705,Data Engineer,UPL ltd,,"Previous experience as a database engineer or data architect, or alternately in a similar role.Build database management systems and pipelines for current high…","College Station, TX"
706,Data Science Engineer,FlexIT Inc,,"We are looking for strong experience in Python, AWS, Machine Learning/Data Science, CI/CD integration and the ability work with cross functional team.","Beaverton, OR 97005 (Central Beaverton area)"
707,Data Engineer,"Buyers Edge Platform, LLC",,Comfortable working with data from multiple databases.Data engineering or software development experience (2+ years).,"Remote in Waltham, MA"
708,Data Engineer (8130),KPMG,,Minimum three years of recent experience as a CyberArk engineer.KPMG Assignment Select is geared toward independent professionals interested in temporary or…,Remote
709,Data Engineer,Iquasar,,"Translate a set of requirements and data into a usable database schema by creating or recreating ad hoc queries, scripts and macros, updates existing queries,…","Bethesda, MD"
710,"Software Engineer II, Data Infrastructure",Etsy,,"Your work will enable other developers, data scientists, and analysts to write the high-performing pipelines that power data science, machine learning, and…","Remote in Brooklyn, NY 11201"
711,Data Engineer,Crystal Intel,"$100,000 - $180,000 a year","Deploy cloud/data sharing technologies in the DoD and IC space to share information across the enterprise.Configure, tailor, and maintain all ingest or batch…","Chantilly, VA 20151"
712,Senior Data Engineer (Remote),pulseData,,Experience working on healthcare data is a plus!Experience managing a data pipeline in a cloud environment.You'll be managing and monitoring client interfaces…,"Remote in Boston, MA"
713,Data Engineer,"ARJ Infusion Services, LLC","$90,000 - $125,000 a year","Work with stakeholders to assist with data-related technical issues and support their data needs.2+ years of building and optimizing data pipelines,…",Remote
714,Data Engineer,Tipico USA Technology,"$110,000 - $150,000 a year","Must have experience in successfully implementing data-centric applications, such as data warehouses, operational data stores, and data integration projects.","Denver, CO 80202 (Union Station area)"
715,Data Engineer I,New Visions Central Office,,Support the integration of additional data sources into New Visions data warehouse and data tools.Manage infrastructure for processing large data sets for use…,"New York, NY"
716,Junior Data Engineer,Decision Point Healthcare,,"As a data engineer, you will be responsible for the execution and management of inbound client and internal service-based data pipelines.","Boston, MA 02109 (Downtown area)"
717,Senior Data Storage Engineer (Remote),Grindstone,,"As enterprise systems develop increasingly adopted to the cloud, the Zero Trust strategy will be leveraged to protect data for government customers.",Remote
718,Associate Data Engineer,Uline,,"Coordinate activities with data source application owners to ensure integration, data integrity and data quality.Bachelor's degree in IT or related field.","Pleasant Prairie, WI 53158"
719,"Data Engineer, Mid",Jacobs,,"Works with data users to determine, create, and populate optimal data architectures, structures, and systems.Participates in the employment of backend database…","Fort Belvoir, VA 22060"
720,Data Engineer,Palni,,Migrate data from an enterprise data warehouse to Snowflake using Snowpipe and other ETL tools.Maintain existing EDW MDX and tabular cubes and create data…,"McKinney, TX"
721,Quantitative Data Engineer,S&P Global,$80 an hour,Author tests to validate data quality and measure the stability of the data acquisition processes.3+years of experience with large data sets ETL and techniques…,"Chicago, IL 60601 (The Loop area)"
722,Associate Data Engineer,Quest Diagnostics,,Must have experience with or strong interest in SQL and curiosity about data and large data sets.Build and maintain data pipelines that feed reporting…,"Vacaville, CA"
723,AWS Data Engineer,Infinitive Inc,,"This person will develop, integrate, and deploy data science applications or enhancement to COTS products that support the discovery of information hidden in…","Ashburn, VA"
724,Data Engineer,Exodus Integrity Services,,"This person will develop, integrate, and deploy data science applications or enhancement to COTS products that support the discovery of information hidden in…","Cleveland, OH"
725,Data Scientist / Engineer,AWM SMART SHELF,,"Interprets results from our proprietary data capture engine using variety of techniques, ranging from simple data aggregation via statistical analysis to data…",United States
726,Data Engineer,CourseKey,,Develop ETL processes to merge data from disparate sources.Experience with data products relating to PII & finance.3+ years as a Data Engineer.,"Remote in San Diego, CA"
727,Data Analyst/Data Engineer,RakirS Systems,,"Intuitive and actionable dashboards and data visualizations for data-drive decision making using presentation layer BI tools like Tableau, SSRS etc.,.","Henderson, NV 89052 (Westgate area)"
728,Data Modeler/Data Engineer,Tekskills,$43.13 - $60.57 an hour,"Collaborate with data engineers, solution architects other stakeholders on the data model, maintenance and optimization.Position: Data Modeler/Data Engineer*.",Remote
729,Data Engineer,Facebook App,,"Partner with leadership, engineers, program managers and data scientists to understand data needs.Build data expertise and own data quality for your areas.",Remote
730,Data Engineer,Sia Partners,"$94,000 - $152,000 a year","Partner with our client’s leadership teams, engineers, program managers and data analysts to understand data needs.Experience with data quality and validation.","Palo Alto, CA 94303"
731,Software Engineer II - Cloud Data Collection,Sumo Logic,,"As a Software Engineer II working on our Data Collection team, you will be a hands-on engineer architecting, designing, and implementing a highly scalable data…","Remote in Redwood City, CA 94063"
732,Data Engineer,Nintendo of America Inc.,,"Implement data structures using best practices in data modeling, ETL/ELT processes, and SQL.3+ years of quantitative and qualitative experience in building…","Redmond, WA"
733,Big Data Support Engineer for cloud migration project-Remote,CEDENT,,5 to 7 years of experience in big data space.Good understanding of Data processing using big data tools.Bachelor’s Degree: Computer Science or engineering.,"Remote in Phoenix, AZ"
734,Data Engineer,Meridian Cooperative,"$85,000 - $95,000 a year","Analyzes data for transfer, designs and develops data migration process using Alteryx.Works effectively with other team members to perform in depth data…","Hybrid remote in Dunwoody, GA 30338"
735,Data Engineer,Medicom,,The ability to work with large data sets from multiple data sources.Aide in building the relationship with our data provider teams to work with their staff on…,"Phoenix, AZ 85018 (Camelback East area)"
736,Junior Data Engineer,Manifest Medex,,"Especially for data manipulation and data ingestion across various data types.Knowledge in database, data warehouse, and data lake.",Remote in California
737,Data Engineer,Fitch Group,,"Experience building and optimizing ‘big data’ data pipelines, architectures and data sets.Work with data and analytics experts to strive for greater…","New York, NY"
