,title,company,salary,description,location
651,Health Data Analyst (Remote),V2Soft Pvt Ltd,,The analyst will be responsible for analysis and preparing claims data by looking up historical claims for procedure codes and data mining for appropriate…,"Remote in Detroit, MI+6 locations"
652,"Business Analyst, Early Career",Jerry,,"As a business analyst, you use data to tell stories and make actionable recommendations to help the business.Strong written communication and data presentation…",Remote in North Carolina+8 locations
653,Data Analyst,Emonics LLC,"$50,000 - $110,000 a year",Proven working experience as a data analyst or business data analyst.Acquire data from primary or secondary data sources and maintain databases/data systems.,"New York, NY"
654,Criminal Data Entry Analyst (REMOTE),"InfoMart, Inc.",,A background in clerical/data entry and 10-key is preferred.Attention to detail and analytical skills are a must.High school diploma or equivalent.,"Remote in Marietta, GA 30067"
655,"Associate, Strategy & Business Analyst",Dow Jones,,"Demonstrated experience working with large data sets, performing analysis, creating financial models and creating actionable insights.","New York, NY 10176 (Murray Hill area)+1 location"
656,Statistical and Data Analyst,Rutgers University,,"Develops and implements data and statistical analyses, data collection systems and other strategies that optimize statistical efficiency and quality.","New Brunswick, NJ 08901"
657,"Program Associate I - Data, Monitoring, & Reporting Speciali...",DPSCD,"$62,286 - $81,471 a year","Develop policies and procedures for data handling and report submission.Develop, analyze, interpret, and report CTE and Career Readiness data and program…","Detroit, MI 48202 (New Center area)+1 location"
658,"Data Analytics, Sr. Associate",New York Life Insurance Co,,5-10 years experience constructing dashboards and querying data.Author and revise data queries to optimize accuracy and efficiency.,Remote in New York State
659,Data Governance Analyst,Curate Insights,,"This work focuses on use case requirements for data, data lineage, metadata, data quality management and business data glossary management leveraging tools and…",Remote
660,Statistical Data Analyst,State of Georgia,"$45,000 - $50,000 a year",Ability to determine and map source to target data and documents data cleansing rules.Experience working with large data sets.,"Atlanta, GA 30334 (Downtown area)"
661,Data Scientist/Sr. Research Analyst,Harvard University,,"Managing, reporting on, and integrating data from a variety of sources (e.g., data warehouses, specialized systems, and survey data);","Cambridge, MA"
662,Data Analyst,Redstone Federal Credit Union,,"Collaborates with business owners, data scientists, and data engineers to identify, prioritize and formulate relevant data analysis efforts.",Remote
663,Workday Reporting & Data Analyst,International Mission Board,,Work cross-functionally on data warehouse/datamart management of data.Execute data and report validations to support ongoing quality assurance processes.,Remote in United States
664,"Data Analyst, People Analytics (NASA)",Logistics Management Institute,,"Engage in discussions and collaborations on dev/data-ops, data governance, and data privacy and security.Develop and/or use databases and spreadsheets; assist…","Washington, DC+9 locations"
665,"Analyst, Commercial Analytics (Open to Remote Work)",Clearway Energy Group,,Validation and Verification of PI Data for raw data acquisition and develop protocols/procedures for data replacement when sensor data is deemed unreliable.,"Remote in Scottsdale, AZ+2 locations"
666,Sr. Business Data Analyst,Norwin LLC,,Working with varieties stakeholder holders to understand the data that needs to be collected and the story behind the data.,"Remote in South San Francisco, CA 94080"
667,Portfolio Data Analyst,TSI,"$55,000 - $65,000 a year",Conduct loan folder audits as assigned to ensure data integrity.Review and submit data change requests at the property level internally and externally.,Remote
668,Criminal Data Entry Analyst (REMOTE),"InfoMart, Inc.",,A background in clerical/data entry and 10-key is preferred.Attention to detail and analytical skills are a must.High school diploma or equivalent.,"Remote in Marietta, GA 30067"
669,Data Scientist / Environmental Analyst,GSI Environmental Inc.,,"Proficiency with data wrangling and data analysis.We are also specifically looking for someone with experience in building R::shiny applications, to leverage…","Austin, TX 78759 (Arboretum area)"
670,"Business Intelligence Analyst, Insights & Analytics",Remitly,,"Experience with data modeling and data from 3rd parties.Partner with engineers, PMs, and other analysts to integrate with 3rd parties and manage current data…","Remote in Seattle, WA 98101+1 location"
671,Data Science Analyst,The Ohio State University Wexner Medical Center,,"Provides extensive data management support to obtain and prepare data for analysis.Desired: Experience working with health-related data such as clinical,…","Columbus, OH 43215 (Downtown area)+1 location"
672,"Associate, Trust and Mass Torts (Data Analytics)",Ankura,,"Identifying the relationships among multiple sources and types of data, and organizing this information to facilitate effective data analysis.","Hybrid remote in Washington, DC+1 location"
673,"Business Analyst, Product Strategy & Analytics (Financial We...",Fidelity Investments,,You will analyze information alongside data analysts to help support the overall business case and reporting.Bachelor’s degree and 5+ years of experience as an…,"Temporarily Remote in Boston, MA 02210+7 locations"
674,"Associate, Data Analytics",First Eagle Investment Management,,Experience with mathematics and data manipulation preferred.2 - 5 years of middle market loan experience preferred.,"Chicago, IL"
675,Data Analyst,Fama Technologies,,"You will work closely with data science teams, data engineers, and stakeholders to answer data requirements from external and internal sources.","Remote in Los Angeles, CA"
676,2023 Business Analyst Recent Grad Positions – Cat Digital,Caterpillar,"$85,000 a year","Currently attending or recently graduated from a 4-year accredited university/college with a minimum bachelor’s degree in data analytics, business analytics,…","Chicago, IL 60622 (West Town area)"
677,Data Analyst,"Leneer Data Assurance Solutions, Inc.","$95,000 - $110,000 a year",Ability to perform complex data lineage analysis spanning multiple source systems and data transformations from a Capital data perspective.,"Charlotte, NC 28202 (Fourth Ward area)"
678,Statistical and Data Analyst,Rutgers University,,"Develops and implements data and statistical analyses, data collection systems and other strategies that optimize statistical efficiency and quality.","New Brunswick, NJ 08901"
679,Data and Reporting Analyst,Lane Powell,,Conduct efforts to bring data in alignment with standards.Champion future efforts to identify potential issues and clean upstream data.,"Hybrid remote in Seattle, WA 98111"
680,Data Analytics Strategy & Operations Associate,access2insight,,"Leveraging data to improve business result.Manage vendors and partners, ensuring data quality and adherence to appropriate processes.","Chicago, IL"
681,Event Content Data Analyst,"Amazon Web Services, Inc.","$78,800 - $137,900 a year",The Global Events Team at Amazon Web Services (AWS) is seeking an experienced data analyst and event operations manager.,United States
682,Business Analyst,Savvas Learning Company,,"You enjoy solving problems by breaking them into smaller pieces and sweating the details.You enjoy working across an organization with developers, product…",New York State
683,Entry Level Business Analyst,CapitalPlanHoldings,"$60,000 - $85,000 a year","CapitalPlanHoldings* designs products with a clear understanding that everybody, each community, and all households are affected by some form of systems…","Hybrid remote in San Francisco, CA 94105"
684,Data Analyst,SonderMind Careers,"$70,000 - $90,000 a year","2-4 years of experience in data analytics or management consulting with deep analytics work.This role will be a key point of contact for business intelligence,…","Hybrid remote in Denver, CO"
685,Data Quality Analyst,Kyruus,,"You’ll write complex SQL queries to perform data analysis and utilize your experience with data mapping, data processing pipelines and data quality assurance.","Remote in Boston, MA"
686,Capabilities & Insights Analyst – Data Transformation - McKi...,McKinsey & Company,,"Basic understanding of data transformation concepts (e.g., data warehousing, data quality management, data governance, data architecture).","Atlanta, GA"
687,Data Analyst,"Business Performance Systems, LLC","$60,000 - $90,000 a year",Develop data management plans for data layers.Experience with data management and data governance.Maintain data dictionary/meta data and adherence to…,Remote
688,Data Analytics Specialist,Primacy,,Ability to understand and report on how CRM data integrates with marketing data and the relationships and attribution between them.,Remote
689,Business Analyst - Fully Remote,Sowelo Consulting sp. z o.o. sp. k.,,"The ability to deep dive into large sets of data.Strong understanding of relational databases, structured/unstructured data & SQL programming.",Remote
690,Workday Reporting & Data Analyst,International Mission Board,,Work cross-functionally on data warehouse/datamart management of data.Execute data and report validations to support ongoing quality assurance processes.,Remote in United States
691,Data Analyst - Remote Eligible,Presbyterian Healthcare Services,,"Three or more years of experience in data compilation, reporting and analytics utilizing data and analytics tools.Full medical, dental and vision insurance.","Remote in Albuquerque, NM 87113+1 location"
692,Data and Reporting Analyst,Relias,,"Validate data consistency and integrity.Proven work experience working with data and/or reporting.Interpret data, analyze results using statistical techniques…","Morrisville, NC 27560+1 location"
693,Policy Analyst,COMMUNITY SERVICE SOCIETY OF NEW YORK,,"Ability to apply rigorous data analysis to complex issues, including strong quantitative skills and familiarity with using major public data sets.","New York, NY 10010 (Gramercy area)"
694,Data Analyst (Initially Remote),IT Alliances Inc,"$90,000 - $110,000 a year","Demonstrate prior success in a role requiring a multi-disciplinary skillset, combining aspects of data/product analysis, project management, and data governance…","Charlotte, NC"
695,Analyst (Data Visualization and Reporting),Applied Analysis,,"We are looking for detailed oriented analysts that have experience in researching information, analyzing data and presenting information in meaningful and…","Las Vegas, NV 89118 (Spring Valley area)"
696,Business Analyst I,SoHo Dragon,,"Decent SQL and data Analytical skills.SoHo Dragon represents an investment bank with offices in New York, NY that is looking to hire a Business Analyst I who…","New York, NY 10017 (Midtown area)+4 locations"
697,Junior Business Analyst,UBS,,Ability to synthesize qualitative and quantitative data effectively for delivery to management.Partner with front office stakeholders both locally and globally…,"New York, NY+7 locations"
698,Data Analyst,McGraw Hill LLC.,,Experience utilizing API’s for data extraction/transformation.Supporting and improving the sales and product data structure including the integration of all…,"Chicago, IL 60610 (Near North Side area)+2 locations"
699,Data Reporting and Analytics Consultant II,Kaiser Permanente,,Supports data preparation for analytic efforts under the guidance of more senior employees by cleaning data to ensure quality and accuracy based on provided…,"Roseville, CA 95661 (Olympus Pointe area)+26 locations"
700,Data Analyst,Millennium Consulting,"$90,000 - $105,000 a year",Participate in shaping future data.Strong abilities in statistical and data analysis.Evaluate current data utilization process and provide recommendations for…,"Remote in Providence, RI"
701,Management Analyst- NIH,Global Solutions Network Inc,,"Mentor and train junior management analysts.Use variety of database and data repository software and applications available to search, retrieve and export…","Bethesda, MD 20892+2 locations"
702,Data Analyst,Molekule,,Extract and transform data from various data sources for exploratory data analysis and visualization.Collaborate with IT and other internal groups to address…,Remote
703,Business Analyst,Authentic,,"May work either independently with clients, or with a senior business analyst on some engagements.We are looking for an experienced Business Analyst who is…",Remote
704,Data Intake - Junior Solution Analyst,Deloitte,,"As an Analyst, you will perform data intake services which may include digital evidence collection, data preservation and maintain chain of custody of physical…","Nashville, TN 37203 (The Gulch area)+1 location"
705,Data Analyst Clients Reporting and Insights,Haymarket Media Group,,Use dashboards within data visualization tools to provide actionable data for marketing and sales teams.Strong reporting and QA skills with the ability to…,"Remote in New York, NY+1 location"
706,Tech Business Analyst with Data and Analytics Management,Kani Solutions Inc.,,Extensive experience with data visualizations.Excellent communicator with the ability to translate data into actionable insights.,"Washington, DC 20433 (Foggy Bottom area)+4 locations"
707,Marketing Data Analyst,Seeconds LLC,,"Tendrá como responsabilidad brindar apoyo al área de Marketing con las diferentes campañas que se deban hacer, y también con el equipo de desarrollo de la app…",Remote
708,Business Analyst.........Remote,Vaco,,"Identify gaps in our existing data model, and either do the data modeling to fill the gap directly, or work with engineering teams to advocate for the data to…","Remote in New York, NY+6 locations"
709,Business Analyst,Amazon.com Services LLC,,"2+ years of relevant experience in a business analyst, data analyst or statistical analyst role.3+ years of relevant work experience in a role requiring…",United States+108 locations
710,"Data Analytics, Sr. Associate",New York Life Insurance Co,,5-10 years experience constructing dashboards and querying data.Author and revise data queries to optimize accuracy and efficiency.,Remote in New York State
711,Political Junior Analyst,Direct Persuasion,,"Execute tests, collect and analyze data, identify trends and insights to maximize performance.We transform digital campaigns to drive cost efficiency and…","Washington, DC 20003 (Capitol Hill area)"
712,Strategy Analyst,Wiley,,"Conduct quantitative and qualitative analyses leveraging both external industry and market research/data and internal data such as financial performance,…",Remote in United States
713,Analytics and Reporting Analyst,Sally Beauty Holdings LLC,,This position is responsible for analyzing and reporting data in support of company store operations.Analyze data and develops business dashboards for managers…,"Denton, TX 76210"
714,Pricing Data Analyst III (Remote-Home Based Worker),Allstate,"$47,200 - $50,000 a year","Performs data verification/reasonability checks on the data to ensure accuracy.Ability to leverage various data sources and applications to retrieve, conduct…",Remote
715,HR Data Analyst,"MKS Instruments, Inc.","$55,000 - $75,000 a year","A minimum of a Bachelor’s degree, MA/MBA preferred, and 2-5 years of HR, data analyst, or related experience with demonstrated increased responsibility.",+1 locationRemote
716,Data Analytics Consultant - Remote,UnitedHealthcare,"$66,100 - $118,300 a year","2+ years of hands-on experience in data analysis, data science, data-driven investigations, data storytelling, visualizations, and analytic insight creation for…","Remote in Minnetonka, MN 55345"
717,Data Analyst,"Gabrielle Bernstein, Inc.","$43,236 - $94,551 a year","*Conduct competitive research and analyze benchmarking data.*.*Exceptional attention to detail with a high degree of organization, accuracy, and flexibility.*.",Remote
718,Data Analyst (Remote),Adlucent,"$60,000 - $75,000 a year","Statistical analysis and data visualization.At least one year of experience in a data analyst or equivalent role, or relevant project-based experience.","Remote in Austin, TX 78723"
719,"Data Analyst, Quality Reporting & Performance Analysis",Dana-Farber Cancer Institute,,Collaborate with QPS and Institute stakeholders to identify relevant sources of data and plan streamlined data collection.,"Remote in Boston, MA 02215"
720,SENIOR DATA ANALYST,UniGroup,,"Implements data quality tests and continuously review, optimize, and refactor data models in order to expand our data environments with ready to analyze data.",+1 locationRemote
721,Business Analyst,Amazon.com Services LLC,,"2+ years of relevant experience in a business analyst, data analyst or statistical analyst role.3+ years of relevant work experience in a role requiring…",United States+108 locations
722,Sr Data Analyst - Finance Capabilities- Tax,TARGET,,"As a senior data analyst in Finance Capabilities, you will take the lead as you:Works directly with product owners, process owners, other analysts and…","Remote in Brooklyn Park, MN 55445+1 location"
723,Data Visualization Analyst,Dark Wolf Solutions,,Experience with developing data models and algorithms to apply to data sets.Develop intuitive dashboards and data visualization products using Tableau or other…,"McLean, VA+1 location"
724,Sr. Strategy Analyst,PRA Group,,Able to read and interpret reported data to provide recommendations to leadership.Conceptual thinking and problem-solving skills utilizing excel or other…,Remote
725,Supply Chain Data Analyst,Royal Oak Hospital,,Completes multiple projects and special data requests.Prepares data for operations and leader report out.Experience in data maintenance (hardware and software…,"Royal Oak, MI 48073"
726,"Sr. Analyst - Data Analytics and Visualization, Commercial H...",Mathematica Policy Research,"$100,000 - $130,000 a year","Demonstrated experience in healthcare claims data as well as at least two other real world evidence data sources (e.g., electronic health record data, biometric…","Ann Arbor, MI+7 locations"
727,Reconciliation Data Analyst,Bridge Financial Technology,,"Attention to detail; a data detective who can navigate disparate data sources to identify patterns.Using data expertise and curiosity, understand data…","Remote in Chicago, IL"
728,Pricing Data Analyst III (Remote-Home Based Worker),Allstate,"$47,200 - $50,000 a year","Performs data verification/reasonability checks on the data to ensure accuracy.Ability to leverage various data sources and applications to retrieve, conduct…",Remote
729,Data Analyst,KIPP SoCal Public Schools,"$62,100 - $77,600 a year","Attention to detail and commitment to data integrity.The Data Analyst will read, clean, and analyze data from various systems, create data visualizations, and…","Los Angeles, CA 90063 (East Los Angeles area)"
730,Data Analyst (Initially Remote),IT Alliances Inc,"$90,000 - $110,000 a year","Demonstrate prior success in a role requiring a multi-disciplinary skillset, combining aspects of data/product analysis, project management, and data governance…","Charlotte, NC"
731,Senior Data Analyst - Business Data Insights,Toyota,,Transform complex data into a reporting structure that allows stakeholders to understand the data and draw actionable conclusions.Who we’re looking for.,"Plano, TX 75023"
732,Political Junior Analyst,Direct Persuasion,,"Execute tests, collect and analyze data, identify trends and insights to maximize performance.Direct Persuasion is hiring politically minded digital marketers…","Washington, DC 20003 (Capitol Hill area)"
733,Business Analyst,Oncology Nursing Society,,Gathers data and evaluates true business needs.Developing and managing ONS’s data governance.Assists data analysis needs for various areas of ONS.,Remote
734,Data & Insights Analyst,Moonbug Entertainment,,"Be confident with data collection, data cleaning, analysis and validation.Use graphs, infographics and other methods to visualize data.","Los Angeles, CA"
735,Senior Benefits Analyst,Bosch Group,,Provide issue resolution through the use of CIP tools and data driven metrics.Analyze data and statistics for trends and patterns with attention towards…,"Remote in Farmington Hills, MI 48331"
736,Data Analyst,University System of New Hampshire,,"Advanced quantitative research experience, including the use of Stata and/or SAS to analyze complex national survey data sets.","Durham, NH"
737,SENIOR DATA ANALYST,UniGroup,,"Implements data quality tests and continuously review, optimize, and refactor data models in order to expand our data environments with ready to analyze data.",+1 locationRemote
738,Data Analyst,"Wheels Labs, Inc.",,Experience with data visualization tools.Directly help operations teams assist make data-driven decisions.Develop tools and analyze data in high visibility to…,California
739,Business Analyst,Oncology Nursing Society,,Gathers data and evaluates true business needs.Developing and managing ONS’s data governance.Assists data analysis needs for various areas of ONS.,Remote
740,"Business Analyst, Early Career",Jerry,,"As a business analyst, you use data to tell stories and make actionable recommendations to help the business.Strong written communication and data presentation…",Remote in North Carolina+8 locations
741,Healthcare Data Analyst,Transformations Care Network,,"Technically proficient: the ability to manipulate large data sets from different data sources, to clean and normalize data.Advanced Excel expertise is a must.",United States
742,Full-Time Data Analyst,Victory,,Acquire data from primary or secondary data sources and maintain databases/data systems.Monitoring data quality and removing/correcting corrupt data.,Remote
743,Digital Analyst,Lulus Fashion Lounge Llc,,"1-3 years experience as a data analyst, business analyst, operations analyst, statistician, or similar role required.","Remote in Chico, CA 95928+1 location"
744,SMC Business Analyst - 100% remote or hybrid available,HealthFirst,,"Rigorous attention to detail, demonstrated ability to write clear, concise communications and documentation demonstrating proper grammar, correct spelling and…",Remote in New Jersey+28 locations
745,Quality Assurance Analyst,Array,,Detail-oriented and able to analyze data in order to quickly and creatively solve problems.This individual will be responsible for supporting the QA team in…,"Remote in New York, NY"
746,Data Analyst - Performance Lens,McKinsey & Company,,"Passion for data tools and processes to drive business insights.Additionally, you will be responsible for integrating data into PowerPoint reports and online…","Chicago, IL+3 locations"
747,HR Data Analyst,Siemens,,"Data analyst: 3 years (Required).The HR team is seeking a self-motivated, detailed oriented individual to support HR data initiatives related to business…","Raleigh, FL+1 location"
748,Business Analyst,Authentic,,"May work either independently with clients, or with a senior business analyst on some engagements.We are looking for an experienced Business Analyst who is…",Remote
749,Trade Finance Data Analyst - Remote (CST),CVS Health,$18.50 - $33.65 an hour,Maintaining various Industry Analysis data and data sources.1+ years of data entry or relevant work experience.A small amount of travel may be required.,"Remote in Northbrook, IL 60062+2 locations"
750,Business Intel Analyst I/II (Data Science),Navy Federal Credit Union,"$72,300 - $142,000 a year","Obtain quantitative and qualitative data of business processes to analyze, determine and promote data driven decisions.WayUp Top 100 Internship Programs.","Vienna, VA 22180+1 location"
751,"Data Analyst, Marketing",dbt Labs,"$110,000 - $130,000 a year",Have 1+ years experience as a marketing data analyst at a SaaS company.Identify strategic data opportunities for the business.,Remote in United States
752,"Data Analyst, Supplier Management",Netflix,,"8+ years of relevant data science, data analyst, business analytics, business intelligence experience.Assist in overseeing data governance process for vendor…","Los Angeles, CA"
753,Senior Data Analyst,Thumbtack,,"Experience analyzing user experience data (both product and survey data), preferably in a technology or marketplace company.","Remote in San Francisco, CA 94103"
754,Sr. Analyst - Logistics Data (Remote),Motorola Solutions,,"Support Logistics optimization efforts by identifying opportunities and building data driven business cases.Constructs forecasts, recommendations and strategic…",Remote in Colorado
755,Analyst Healthcare Advisory,Ipsos North America,,"Typical engagements include developing brand strategies, assessing market or therapy areas, designing commercialization and go-to-market models, developing…","Remote in New York, NY 10019"
756,Business Analyst Entry Level Temp to Perm (Enterprise Fintec...,IntegriDATA,,"This position requires a blend of business and data analyst skills, as you will assist our clients in implementing and optimizing the use of our licensed…","New York, NY 10168 (Murray Hill area)"
757,Payment Operations Data Analyst,Billtrust US Careers,"$60,000 - $80,000 a year","A love for data and solving problems relating to data (collecting, managing and measuring quality).Experience with financial data, payment operations,…","Remote in Philadelphia, PA"
758,HIM Data Integrity Analyst,MultiCare Health System,,Three (3) years of experience in HIM required; graduation from a RHIT program and/or RHIT credentials may be considered in lieu of experience.,Remote
759,Data Analyst (Remote),Adlucent,"$60,000 - $75,000 a year","Statistical analysis and data visualization.At least one year of experience in a data analyst or equivalent role, or relevant project-based experience.","Remote in Austin, TX 78723"
760,Data Analyst,VMSI Inc.,"$50,000 - $60,000 a year","We are seeking a full-time Training Technologist to support our federal client in Frederick, Md.The Training Technologist is a valuable contributor who…","Remote in Silver Spring, MD"
761,Data Visualization Analyst,Dark Wolf Solutions,,Experience with developing data models and algorithms to apply to data sets.Develop intuitive dashboards and data visualization products using Tableau or other…,"McLean, VA+1 location"
762,Business Intelligence Analyst,GardaWorld Federal Services,"$85,000 a year",3-5 Years corporate experience.Collaborating with team members for the purpose of collecting data and executing the company’s mission.,Remote
763,Remote Data Analyst Healthcare,Recruiting for Good,,"He/she will be responsible for analyzing the data for completeness and accuracy.Will help in gathering requirements, documenting, and producing automated IPA…","Remote in Los Angeles, CA"
764,"Data Analyst, Marketing",ThousandEyes,,Understand our business and the data available to help facilitate data driven decisions.Locate and define new process improvement opportunities to improve data…,"Remote in Austin, TX"
765,SOW Data Analyst,Palnar Transmedia,,"Required skills – Data Analysis, SQL, Python and AWS.Prior client exp of 6 months to 1 year is preferred.Required skills – Data Analysis, SQL, Python and AWS.",Virginia+3 locations
766,"Senior Business Analyst, Data Analytics",Angi,,"4+ years of professional experience in a data analyst or data engineering role.Basic to intermediate understanding of data modeling, data engineering concepts.","Remote in Washington, DC+36 locations"
767,"Technical Business Analyst, Pricing & Analytics",Perch,,"Identify new data assets, and work with product and engineering teams to set up robust data pipelines that result in improved economic modeling and pricing…","Boston, MA"
768,2023 Business Analyst Recent Grad Positions – Cat Digital,Caterpillar,"$85,000 a year","Currently attending or recently graduated from a 4-year accredited university/college with a minimum bachelor’s degree in data analytics, business analytics,…","Chicago, IL 60622 (West Town area)"
769,Business Analyst,OTSI,$45 - $50 an hour,"Analyze data lineage, BCMs, inventory responses to find apps who can solution out of DSR based on the approved exceptions from legal.",Remote
770,Administrative Analyst I,Housing Authority City of Los Angeles,"$71,198 - $98,280 a year","Conduct interviews; collect, organize and interpret data.Vesting is five (5) years.Perform research, observe operations; analyze and consolidate data from a…",California
771,BI Analyst Associate,University of Michigan,"$52,000 - $55,000 a year",Two (2) years of experience with data extraction and analysis and data reporting.Contribute to the creation of informational dashboards for recruitment and…,"Ann Arbor, MI 48109+1 location"
772,Business Analyst,"I&I Software, Inc.",,"Experience in doing process modelling, data mapping etc.Solid understanding in Relational Database SQL, analyzing data using database tools, Object Oriented…",+1 locationRemote
773,Social Science Data Analyst,Providencia Group,,5 plus years of experience in data analysis and reporting.Analyze the data in standardized reports and generate an analysis on said data to include action from…,"Remote in Ashburn, VA"
774,Data Analytics Analyst,ComTec,,At least 2-5 years of hands-on experience.Develop automation in Snowflake and SAS to automate historical dataset update with new data generated on a Monthly…,+1 locationRemote
775,Data & Reporting Analyst,Element Fleet Management,,"Good understanding of data risks and solutions, in particular data cleaning, data leakage, systems access, data management.A Day in the Life.",Hybrid remote
776,Data Analyst,VMSI Inc.,"$50,000 - $60,000 a year","We are seeking a full-time Training Technologist to support our federal client in Frederick, Md.The Training Technologist is a valuable contributor who…","Remote in Silver Spring, MD"
777,"Senior Analyst, Subscription Analytics - Remote, Full-time",WW International,,"Partnering with engineering teams to build scalable, reusable datasets and data solutions using engineering best practices to enable efficiency in data-driven…","Remote in New York, NY"
778,Business Intel Analyst I/II (Data Science),Navy Federal Credit Union,"$72,300 - $142,000 a year","Obtain quantitative and qualitative data of business processes to analyze, determine and promote data driven decisions.WayUp Top 100 Internship Programs.","Vienna, VA 22180+1 location"
779,Analyst Healthcare Advisory,Ipsos North America,,"Typical engagements include developing brand strategies, assessing market or therapy areas, designing commercialization and go-to-market models, developing…","Remote in New York, NY 10019"
780,Business Analyst,SimpleCitizen,,"Experience as a business analyst, caseworker, or relevant experience;You will support creating and designing workflows, gathering feedback and data for…",Remote
781,Customer Data Analyst,Michael Kors,,"Maintains data documentation for dissemination.Supports new technological integrations, upgrades, and ingestion of new data sources by validating data between…","New York, NY"
782,BI Analyst,Zorang Technologies,"$120,000 - $140,000 a year","Ability to quickly access data, perform detailed analysis and summarize insights for leadership (SQL preferred).",Remote
783,Senior Data Analyst - BigBox,Meta,,"5+ years experience in data manipulation/visualization tools (e.g. Python/R).Discover insights by analyzing data and player experiences, leading to moving the…","Seattle, WA 98109 (South Lake Union area)+1 location"
784,"Data Analyst, Capital Markets",dv01,,"Comfortable with data analysis, validation, and manipulation.New Family Bonding. primary caregivers can take 12 weeks off 100% paid leave, while secondary…","Remote in New York, NY 10010"
785,Data Analyst and Research Associate,CrecenTech,,"Perform internet research, data analysis, prepare excel/word reports, and make them presentable.Display excellent skills in internet research, data analysis,…","Exton, PA 19341"
786,Political Junior Analyst,Direct Persuasion,,"Execute tests, collect and analyze data, identify trends and insights to maximize performance.We transform digital campaigns to drive cost efficiency and…","Washington, DC 20003 (Capitol Hill area)"
787,"Data Analyst, Supplier Management",Netflix,,"8+ years of relevant data science, data analyst, business analytics, business intelligence experience.Assist in overseeing data governance process for vendor…","Los Angeles, CA"
788,DATA ANALYST WITH SQL,Turing IT,"$47,434 - $110,129 a year","Experience working with data, data movements, data challenges, etc 2.Not looking for someone to work with excel to sort thru thousands of lines of data 5. .",Remote
789,Business Analyst,Sierra7,,"Five (5) years of relevant experience.This approach leverages business relationship management, business architecture, enterprise architecture, data…","Remote in Falls Church, VA 22042"
790,Supply Chain Data Analyst,Royal Oak Hospital,,Completes multiple projects and special data requests.Prepares data for operations and leader report out.Experience in data maintenance (hardware and software…,"Royal Oak, MI 48073"
791,Data Scientists Analysts,Miracle Software Systems,,"The successful candidate discovers & curates new & existing data sources to create insights for the business.Mathematical programming, data mining, statistical…",Michigan
792,"Data Analyst, Marketing",dbt Labs,"$110,000 - $130,000 a year",Have 1+ years experience as a marketing data analyst at a SaaS company.Identify strategic data opportunities for the business.,Remote in United States
793,Data Analytics Strategy & Operations Associate,access2insight,,"Leveraging data to improve business result.Manage vendors and partners, ensuring data quality and adherence to appropriate processes.","Chicago, IL"
794,Ops Data Analyst -12 month assignment,Informa Connect,,Sharp analytical skills and data interpretation capabilities.Identifying and recommending new uses of the data collected.Competitive Benefits with 401k match.,"New York, NY 10016 (Tudor City area)"
795,TABLEAU / PYTHON / SQL / Data Analyst,Tellus Solutions Inc,$46.42 - $50.00 an hour,"Analyze data to identify trends, patterns, insights, and discrepancies in data; ensure data accuracy, synthesize compliance data in support of strategic…",+1 locationRemote
796,Facilities Data Analyst,North Carolina State University,"$70,000 - $85,000 a year",Assists other University analysts with relating their data to the space inventory data.Serves as a facilities-related data analyst for the university…,Hybrid remote in North Carolina
797,Analyst Healthcare Advisory,Ipsos North America,,"Typical engagements include developing brand strategies, assessing market or therapy areas, designing commercialization and go-to-market models, developing…","Remote in New York, NY 10019"
798,Senior Data Analyst (Remote),Silicon Valley Bank,,Use agile engineering practices and various data development technologies to rapidly develop creative and efficient data products.© 2021 SVB Financial Group.,"Remote in Charlotte, NC"
799,Data Analyst,Mozart Data,,"3+ years as a data analyst or data engineer.Be exposed to a wide variety of industries, their data, data problems, and the people solving them.","San Francisco, CA"
800,Data Analyst - Public Health,General Dynamics Information Technology,,Conduct high-level data interpretation and analysis of HIV/AIDS data using various data analytics platforms.Experience working with big datasets and/or patient…,"Temporarily Remote in Washington, DC 20003+8 locations"
801,Data Management Analyst - Junior,"R&P Technologies, LLC",,"Retrieve electronic data submittals from contractor IDE and other web-based data sites.Participate, facilitate, and leads data management meetings.","Bath, ME+1 location"
802,"Imaging Data Analyst, HBN",Child Mind Institute,,The Imaging Data Analyst will assist with creating scripts to check for data integrity and completeness and aid in preparing data for open data sharing…,"New York, NY 10022 (Midtown area)+1 location"
803,Data and Reporting Analyst,"Research Foundation for Mental Hygiene, Inc.","$64,447 - $81,795 a year","Monitor outstanding requests for data to meet reporting and presentation deadlines.Proficiency in navigating computer systems, ability to learn new data…","Long Island City, NY 11101"
804,Operations Strategic Data Analyst,HealthFirst,,"Familiarity with data models and/or data modelling.Develop complex analyses requiring the integration of multiple data sources, evaluation of data quality, and…","Remote in Staten Island, NY 10301+12 locations"
805,Data Reporting Specialist,Michigan Public Health Institute (MPHI),$32.01 - $42.01 an hour,"The Data Reporting Analyst will also provide support for the statewide data system and data warehouse, maintain data to keep dashboards current, and compile…","Remote in Lansing, MI"
806,Marketing Data Analyst,Seeconds LLC,,"Tendrá como responsabilidad brindar apoyo al área de Marketing con las diferentes campañas que se deban hacer, y también con el equipo de desarrollo de la app…",Remote
807,LATAM Markets Data Analyst,Citi,,Liaise between the business and multiple data repositories to understand our data architecture and lineage.Design and manage a data use case project pipeline…,"New York, NY+2 locations"
