,title,company,salary,description,location
613,"Analyst, Insights and Planning",Human Interest,"$65,000 - $90,000 a year",Minimum 2+ years of experience working analytics or data science.Expertise with developing and maintaining compelling data visualizations.,"Remote in San Francisco, CA"
614,"Data Scientist - Diversity, Equity & Inclusion",Lawrence Berkeley National Laboratory,,"PhD or equivalent experience in social sciences.R language: Ability to work in R language to clean and merge data, conduct a wide variety of analyses,…","San Francisco Bay Area, CA"
615,Associate Data Scientist,Incedo,"$80,000 - $90,000 a year"," Ability to articulate problem statements to formulate data science or analytics approaches. Good working knowledge of common data science toolkits, such as…","Iselin, NJ 08830"
616,(Senior) Machine Learning Scientist - Computational Patholog...,Tempus,,"Experience with large-scale imaging data and formats (e.g., pathology images).The successful candidate will work collaboratively with a diverse team of…","Redwood City, CA"
617,Data Science - Innovation,Citi,,"Mines and analyzes data from various banking platforms to drive optimization and improve data quality.Conducts strategic data analysis, identifies insights and…","New York, NY"
618,Decision Scientist,Code Job Board,,"Recommend wider client strategies based off data-driven insights.. You'll use your knowledge of data, business and customers to shed light on these questions.","New York, NY"
619,Senior Data Scientist,Step,,"5+ years experience in data engineering or data science.A graduate degree in statistics, applied mathematics, computer science, physical sciences, or a similar…","Remote in Palo Alto, CA 94301"
620,Data Scientist in Bioinformatics and Neuroscience,Chen Lab @ Boston University,,"This person will be involved in help to analyze experimental data, developing software tools to aid in the data analysis, and helping with data infrastructure…","Boston, MA 02215 (Fenway-Kenmore area)"
621,Data Engineer,ITRGroup,"From $90,000 a year","2+ years of experience in full-stack data science product development: from exploratory data analysis, visualization to Client modeling to application/product…","Remote in Minneapolis, MN 55425"
622,Senior Data Scientist - Climate Risk and Community Resilienc...,UrbanFootprint,,"Own data science problems end-to-end, from ideation, exploratory data analysis and prototype, to collaborating with data engineers and machine learning…","Remote in Berkeley, CA"
623,Data Scientist,AmeriTEK Global,,"Fulltime job, 40 hours per week.Involved in the end-to-end lifecycle of Machine Learning(ML) models like build, train and deploy,Understand the business…","Piscataway, NJ 08854"
624,"Senior, Data Scientist",Wish,,"Experience with leading data science projects from conception to production.Become the supply data science tech lead to generate knowledge sharing, trainings…","San Francisco, CA 94103 (Mission area)"
625,LGBTQ+ Health Research Biostatistician/Data Scientist,Stanford University,,"Ph.D. in biostatistics, statistics, biomedical data science, or related field.Proficient in working with multiple data types from multiple data sources in a…","Stanford, CA"
626,Data Scientist,Dot Foods Inc.,,Work as part of the internal Data & Analytics team to ensure the optimal design of data models and pipelines to support data science initiatives.,"Remote in Chesterfield, MO 63005"
627,Data Scientist - Valuation Services,J.D. Power,,Experience with automotive market data.We make data products and every new data product we output will solve a problem in the auto industry.,"Remote in McLean, VA"
628,Machine Learning Engineer,SiteZeus,"$90,000 - $140,000 a year",Study and transform data science prototypes into scalable solutions.Experience with geospatial data is a big plus.Design and develop machine learning systems.,Remote
629,Data Scientist,BICP,,"We are looking for a mixture between a statistician, scientist, machine learning expert and engineer: someone who has passion for building and improving…","San Francisco, CA"
630,Data Scientist,Love Justice International,,"A master's degree or higher (doctoral degree preferred) in data science, research methods, statistics in the social sciences, or a related field.",United States
631,Data Scientist,Vibronyx,,"Stay current on new technologies and methods across data science and analytics, data engineering, and data visualization, share best practices to improve…",Remote
632,"Senior Analyst, Marketing Analytics",Indeed,"$99,000 - $139,000 a year","Proficiency with a wide array of data engineering tasks - data extraction, cleansing/processing, feature engineering, data integrity, maintenance, etc.",Remote in United States
633,Data Analyst - Research,SEIU 775 Benefits Group,,"A genuine passion for data science and drive to communicate using data;Exposure or experience in data governance, data engineering and/or data warehousing…","Remote in Seattle, WA 98104"
634,AI Compiler Engineer,Modular,,Strong knowledge of core compiler algorithms data structures and 2+ years of compiler experience working with code generation or ML graph transformations.,"Remote in San Francisco, CA 94103"
635,Machine Learning Engineer,Okaya Inc,$70 - $75 an hour,Data science: 8 years (Required).Data engineering: 8 years (Required).Ideal candidate should come from data engineering and last couple years involving in…,Remote
636,Data Scientist,"Calhoun International, LLC",,"Employs data science techniques to support predictive analysis, social media and crowd-source data analytics, war gaming, and strategy development.","Honolulu, HI"
637,Quantitative Researcher – Graduate,Susquehanna International Group,,"Through your research, you may discover a new pattern that can transform into a trading signal.You will work side-by-side with technologists in order to…","Bala-Cynwyd, PA"
638,Bioinformatics Scientist,"Serum, Inc.","From $120,000 a year",Experience with data science best practices to ensure reproducibility.Ensure data science reproducibility through version control and documentation in…,"Remote in Newton, MA 02458"
639,Data Scientist,Expedite Technology Solutions,"$120,000 - $130,000 a year","Pull data to develop robust scalable reporting solutions for analytics readout and insights.Experience with data visualization tools such as Data Studio,…","Austin, TX"
640,"Sr. Data Scientist, Product",Ancera,"$150,000 - $160,000 a year","This person will be responsible for applying a wide array of data science techniques to leverage Ancera and customer data to design, build, and deploy…","Branford, CT 06405"
641,Entry Level Data Scientist,I28 Technologies,"$50,000 - $55,000 a year","Knowledge with data wrangling tools such as Alteryx and Excel.R is good to have.Knowledge in visualization tools such as Power BI, Tableau, Qlikview, Spotfire…","Iselin, NJ 08830"
642,Machine Learning Engineer,Moveworks,,"Investigate and solve exciting and difficult challenges in various NLU tasks, classification, data science, content analysis, knowledge graph.","Mountain View, CA"
643,Business Intelligence Analyst,Peloton,,Working with our engineering and product teams to understand our continually evolving data sources.Extensive knowledge of manipulating large data sets using BI…,"Remote in New York, NY 10011"
644,Data Engineer,Swish Analytics,,Knowledge of data science and machine learning concepts.Experience with web scraping and cleaning unstructured data.Experience writing production level code.,"Remote in San Francisco, CA 94133"
645,Research Scientist - Data Visualization & Visual Analytics,Northeastern University,,"We seek applicants with expertise in one or more of the following data visualization areas: spatial data, scientific computing, simulation, modeling, visual…","Portland, ME"
646,"Data Scientist, Machine Learning",LifeMine,,"General understanding of life sciences concepts and data types.Familiarity with applied data science, from project design and data engineering to model…","Cambridge, MA"
647,Associate Data Scientist,Quantifind,,"Knowledge of data structures and algorithm complexity.In financial crimes risk management, Quantifind's solution uniquely combines internal financial…","Hybrid remote in Palo Alto, CA"
648,"Senior Analyst, Marketing Analytics",Indeed,"$99,000 - $139,000 a year","Proficiency with a wide array of data engineering tasks - data extraction, cleansing/processing, feature engineering, data integrity, maintenance, etc.",Remote in United States
649,Machine Learning Engineer,Zorang Technologies,"$120,000 - $130,000 a year","Machine Learning engineer has unique skills to build, code, apply correct algorithm and open-source libraries to create a ML model that best fits to the use…",Remote
650,Statistical Analyst- Remote Eligible (Health Division),Mathematica Policy Research,"$70,000 - $90,000 a year","We collaborate closely with public- and private-sector partners to translate big questions into deep insights that improve programs, refine strategies, and…","Remote in Ann Arbor, MI"
651,Data Scientist,BlackHorse Solutions Inc,,Research latest data science tradecraft and technology.Minimum 6 years of experience in data science and analysis.Minimum 2 years experience in AI/ML.,"Herndon, VA 20171"
652,"Senior Research Scientist, Applied Geophysics",MIT,,"In addition, visiting faculty and researchers from universities and industry frequently participate in ERL research and educational activities.","Cambridge, MA 02139 (MIT area)"
653,Data Scientist at Sports Startup,"Predictive Sports Science, LLC",$40 - $50 an hour,Proficiency with data modeling and SQL.3+ years of experience in data modeling and handling.Design and preprocess data models in collaboration with the team’s…,"Remote in Louisville, KY"
654,"Scientist / Sr Scientist, Data Science",Servier Pharmaceuticals LLC,,"Conduct analyses of NGS data, including.Experience with data visualization tools (ggplot2, RStudio Connect/Shiny).","Boston, MA 02210 (South Boston area)"
655,Senior Data Scientist (Remote),Prealize Health,,Develop and apply methods in Machine Learning and experimental design.Work with our advisors and keep up to date on relevant literature to ensure we use the…,Remote
656,"Senior Data Scientist, Analytics",Headspace Health,,"Design experiments and determine appropriate statistical approaches to answer specific data science, product, clinical care or business questions.","Remote in San Francisco, CA"
657,Lead Machine Learning Engineer,PathAI,,"Understand PathAI's products and services and introduce technology innovations with respect to functionality, performance, reliability, and scalability.","Remote in Boston, MA"
658,Data Scientist,Nori,"$126,000 - $156,600 a year","3-7 years of experience in data science with working knowledge of statistics and mathematics.Development of data visualizations, reports, dashboards, and data…","Seattle, WA (Victory Heights area)"
659,Research Engineer in Machine Learning Music(SAMI),TikTok,,"Masters or PhD in computer science, mathematics, engineering or related field;Masters or PhD in computer science, mathematics, engineering or related field;","Seattle, WA"
660,Associate Data Scientist - PLMI Analytics,Cleveland Clinic,,"Certification or fellowship in analytics, big data, data science or related subject preferred.Knowledge of data architecture and data base concepts.",Remote in United States
661,"Analyst, Data and Insights (Audience Analytics)",The New York Times,,1-3 years of experience working with data analytics or data science teams to deliver reporting and analysis.Write SQL to pipeline and analyze big data.,"New York, NY"
662,Head of Data / Data Science & Analytics,TalkingPoints,,"Management of multi-disciplinary data roles: data engineering, data analysis, data science.Strong track record guiding data architecture, data pipelines, data…",Remote in California
663,Sr. Data Scientist/Machine Learning Engineer,Rapinno tech solutions,$35 - $45 an hour,Experience in leading large scale data science projects and delivering from end to end.Experience in data management and data analysis in a relational database…,"Irving, TX"
664,Machine Learning Engineer,Moveworks,,"Investigate and solve exciting and difficult challenges in various NLU tasks, classification, data science, content analysis, knowledge graph.","Mountain View, CA"
665,Data Scientist,Cole Haan,,Keeps current with relevant research and novel data science methods.Explores data to find breakthroughs.Builds data science models for high priority use cases…,"Greenland, NH 03840"
666,Jr. Machine Learning Data Scientist - Python / R,Deloitte,,"Experience executing data science method using parallel computing frameworks (e.g., deeplearning4j, Torch, Tensor Flow, and distributed data processing…","Washington, DC"
667,Machine Learning Engineer,Oracle,,"Thorough understanding of CS fundamentals including data structures, algorithms, and complexity analysis.Master’s degree in computer science, Data Science,…",United States
668,Mathematical Statistician (Social Science),US Drug Enforcement Administration,"$106,823 - $138,868 a year","Determining the availability of relevant data, performs methodological research, and generates inferences about the drug abuse problems based on comprehensive…","Arlington, VA"
669,Senior Data Scientist - Computer Vision,Zesty.ai,,"Explore data sets and develop new Property Tech and InsurTech models with data science (Machine learning, Deep learning).",Remote in Oregon
670,Data Scientist,Nori,"$126,000 - $156,600 a year","3-7 years of experience in data science with working knowledge of statistics and mathematics.Development of data visualizations, reports, dashboards, and data…","Seattle, WA (Victory Heights area)"
671,BI Product Analyst,Sparibis,,"2+ years of experience in data analytics, data science, or predictive modeling leveraging SQL and BI tools preferred.Detail-oriented and attention to quality.","Remote in Los Angeles, CA"
672,Data Scientist,Cottonwood Financial,"$115,000 a year","Understanding of credit bureau data and credit performance.Reporting to a Director of Analytics, you will play a key role in increasing our profits through…","Hybrid remote in Irving, TX 75038"
673,"Data Scientist, Skills Product Platform - 100% Remote (US)",Pluralsight,,Applying data science to content search and discovery challenges.Cross-functional project collaboration on data science deliverables.,Remote in Utah
674,Machine Learning Engineer (I/II),Cohere Health,,Experience with healthcare data such as claims and EMR data.Perform in-depth analysis of healthcare data coupled with data from product and other sources to…,"Remote in Boston, MA"
675,Sr. Data Scientist - Remote,Greystones Consulting Group LLC,"$130,000 - $200,000 a year","Visualizing information and developing engaging reports on the results of data analysis using data visualization tools.Job Types: Full-time, Contract.","Remote in Washington, DC 20003"
676,Data Scientist,"Sony Pictures Entertainment, Inc.",,"Experience with big data and standardizing/ appending variables across disparate data sets.Can ingest, connect, cleanse and profile large data sets (big data)…","Culver City, CA"
677,Data Engineer,HyreCar,,"Build distributed, real-time, high-volume data pipelines and work together with others to enable high-scale data science projects.","Remote in Los Angeles, CA"
678,Data Scientist,Expedite Technology Solutions,"$120,000 - $130,000 a year","Pull data to develop robust scalable reporting solutions for analytics readout and insights.Experience with data visualization tools such as Data Studio,…","Austin, TX"
679,Data Scientist,Kaygen,"$140,000 - $160,000 a year","Experience building and optimizing ‘big data’ data pipelines, architectures and data sets.Understands data structures, data modelling and software engineering.",Remote
680,"Machine Learning Engineer, MLOps",Mercedes-Benz R&D North America,,"Experience working with cloud data processing technologies.Building end to end data systems as an ML Engineer, Platform Engineer, or equivalent.","Sunnyvale, CA"
681,Data Science - Innovation,Citi,,"Mines and analyzes data from various banking platforms to drive optimization and improve data quality.Conducts strategic data analysis, identifies insights and…","New York, NY"
682,Data Scientist,TWO NIL,,Collaborate with Data Engineering in productionizing and deploying data science applications.Familiarity with end-to-end data science workflow and various…,"Columbus, OH"
683,Head of Reverse Translational Machine Learning and Artificia...,Biogen,,"PhD in computer science, engineering, statistics or related field.Experience leading high-performing teams of PhD-level data scientists.","Cambridge, MA"
684,Data Scientist,Reach Financial,,Experience using Python to manipulate data and draw insights from large data sets.Then you will develop data-driven business solutions.,"Hybrid remote in New York, NY"
685,Data Scientist (Remote),Silverxis,From $25 an hour,"Assist with complex data cleaning, integration, and analysis of public health data.The Data Scientist will collaborate with stakeholders, subject matter…",Remote
686,Data Scientist,Claritas Llc,,"Support new product ideas by translating them into well-posed data science problems and solving them.Knowledge of data design and analysis, inclusive of data…","Cincinnati, OH 45236"
687,Senior Data Scientist,Saturn,,"6+ years of experience in data science, quantitative research, and/or analytics.We're looking for seasoned and energetic broad-skilled data scientists who can…","Remote in New York, NY"
688,"Staff Scientist (machine learning and statistical genetics),...",New York Genome Center,,"NGS data analysis, functional genomics or human genetics; and,.PhD in computer science, statistical genetics, bioinformatics or related quantitative subject.","Hybrid remote in New York, NY 10013"
689,Data Scientist,AMP-Partners,,"And you want to grow your data science chops through richer data, the latest technology, advanced data science methods, and the exposure to engineering…","Hybrid remote in Irving, TX"
690,"Analyst, Insights and Planning",Human Interest,"$65,000 - $90,000 a year",Minimum 2+ years of experience working analytics or data science.Expertise with developing and maintaining compelling data visualizations.,"Remote in San Francisco, CA"
691,Machine Learning Engineer/Data Scientist,ADT Security Services,"$40,894 - $75,946 a year",Experience building data pipelines and data pipeline orchestration.You will leverage petabytes of data and apply advanced data algorithms to build new models…,"Remote in Boca Raton, FL 33427"
692,Color Imaging Scientist,Apple,,"M.S. or Ph.D. (preferred) in computer science, color science, image science, EE or equivalent.Knowledge of metrology, perceptual modeling, data science, and…","San Diego, CA"
693,Data Scientist,DNI,"$100,000 - $130,000 a year",Assess the effectiveness and accuracy of new data sources and data gathering techniques.They must have strong experience using a variety of data mining/data…,"Arlington, VA 22209 (Radnor-Ft Myer Heights area)"
694,Data Science/Python Instructor,Global Information Technology,,"Excellent presentation skills and the ability to interact professionally with students.4+ years in Data Science Strong familiarity with SQL, Tableau, and other…","Southfield, MI 48076"
695,Data Scientist,"Network Runners, Inc.",,Experience managing data bases or maintaining large structured and unstructured data sets.Combines empirical or quantitative methods with data analysis for…,"Arlington, VA"
696,"Senior, Data Scientist",Wish,,"Experience with leading data science projects from conception to production.Become the supply data science tech lead to generate knowledge sharing, trainings…","San Francisco, CA 94103 (Mission area)"
697,Staff Data Scientist,Fanatics Inc.,,Capture business requirements for data science solutions and communicate data science output and recommendations to ensure alignment of strategy and project…,"Remote in New York, NY 10017"
698,Data Engineer,Fama Technologies,,"You will work closely with data science teams and stakeholders to analyze and prioritize data requirements, create new ETL processes to answer each department's…","Remote in Los Angeles, CA"
699,Data Scientist,SyTrue,"$80,000 - $110,000 a year","Current rules are focused on clinical data, but SyTrue is continually expanding their data extractions into additional specialties (such as billing, cost data,…",Remote
700,Junior data scientist / bioinformatics,Data Tecnica,,We will perform mouse experiments while collecting high resolution quantitative data from multiple data streams.,"Remote in Glen Echo, MD 20812"
701,Junior Machine Learning Engineer,Trulioo,,"A BS degree or higher in data science, computer science, engineering or other STEM field, or a comparable combination of education, training, and experience.","San Diego, CA"
702,Business Intelligence Analyst,Peloton,,Working with our engineering and product teams to understand our continually evolving data sources.Extensive knowledge of manipulating large data sets using BI…,"Remote in New York, NY 10011"
703,Assistant Professor - Data Science,Bellevue University,,Motivate students to develop their data science skills and expand their knowledge of the field.The successful candidate will be able to demonstrate direct…,Remote
704,Machine Learning Researcher,BlackBerry,,"The team brings together experts from ML, CS, stats, security, and various applied sciences, with backgrounds including deep learning, Bayesian statistics, time…","Remote in Irvine, CA"
705,Associate PowerBI Developer (Remote),cloudteam,,"1-2 years of Professional experience as a BI Developer or data scientist.In this role, candidates should have a background in data and business analysis.","Remote in Jacksonville, FL 32256"
706,"AI/ML- Machine Learning Researcher/Scientist, Information In...",Apple,,Experience working with multiple data modalities-—video/images/text of particular interest.We are building and inventing model architectures and training…,"Cupertino, CA"
707,Data Scientist - Care Management Analytics,CVS Health,"$60,000 - $128,700 a year","Explore, understand, and interpret sophisticated data environments, applying tools such as machine learning and natural language processing to analyze petabytes…",Remote in Illinois
708,"Lead Data Scientist, Marketing & Online (Remote)",The Home Depot,"$120,000 - $240,000 a year",20% Business Collaboration - Leverage extensive business knowledge into solution approach; Effectively develop trust and collaboration with internal customers…,"Remote in Atlanta, GA 30361"
709,Machine Learning Engineer - Simulation,DiDi Labs,,"Develop data processing and analytics platform to process simulation data, extract and visualize information.Also, comparing with real-road testing, simulation…","Mountain View, CA"
710,Lead Machine Learning Engineer,PathAI,,"Understand PathAI's products and services and introduce technology innovations with respect to functionality, performance, reliability, and scalability.","Remote in Boston, MA"
711,AI/MACHINE LEARNING DEVELOPER,Texas Immersive Institute,$65 an hour,"Experience working with or building data platforms and large-scale machine learning training pipelines.Strong skills in data management, versioning, cleaning,…",Remote
712,Biostatistician & Data Science Analyst 1,Hospital for Special Surgery,,"Intermediate proficiency in data preparation, machine learning and/or data science, descriptive analyses, comparative statistics, and advanced statistical…","New York, NY 10021 (Upper East Side area)"
713,Data Scientist,Kaizen Dynamics,$40 - $50 an hour,"Assist with complex data cleaning, integration, and analysis of public health data.The Data Scientist will collaborate with stakeholders, subject matter…",Remote
714,Data Scientist R Developer,CCIT INC,$75 - $80 an hour,Required skills with nice to have experience in the PowerBI skills and data science pipeline build experience.,Remote
715,"Data Scientist, Machine Learning",LifeMine,,"General understanding of life sciences concepts and data types.Familiarity with applied data science, from project design and data engineering to model…","Cambridge, MA"
716,Postdoctoral Research Associate/The Initiative for Data-Driv...,Princeton University,,"Applicants must have (or expect to have) a PhD (open to social sciences, statistics, or computer science) and their work must fall at the technical forefront of…","Princeton, NJ 08544"
717,Data Scientist,AECOM,,"Specifically building models, that will focus on database management and tracking of assets within the database, regardless of data in its raw native language.","Remote in Atlanta, GA 30309"
718,Model-e Data Scientist,Ford Motor Company,,"This includes domain expertise of data sets in the environment, third-party data evaluations, data quality.Expertise in open-source data science technologies…",Michigan
719,Speech Machine Learning Research Engineer,Samsung Research America,,"We are looking for candidates with expertise in Digital Signal/Speech Processing, good knowledge of Deep/Machine Learning with 3+ years of industry experience.","Mountain View, CA 94043"
720,Data Scientist,SYSUSA,,Support Analytics team in setting up the Business ETL and analysis architecture.Work with Mobile Analytics team in executing product performance and…,Remote
721,Junior Data Engineer,Tupl,,Understanding of data science concepts.Design and implement data collection components to ingest different data sources into big data systems.,"Dallas, TX"
722,"Lead Data Scientist, Marketing & Online (Remote)",The Home Depot,"$120,000 - $240,000 a year",20% Business Collaboration - Leverage extensive business knowledge into solution approach; Effectively develop trust and collaboration with internal customers…,"Remote in Atlanta, GA 30361"
723,Data Scientist,Alter Domus,,"Perform quality checks on various data extraction, data transformation and data validation computer programs and processes.",United States
724,"Data Scientist, Junior","Quadrint, Inc.",,1+ year experience in the data science or analytics field.Apply a broad domain expertise to comprehend data origins and context in order to ensure consistency…,"McLean, VA 22101"
725,Senior Data Scientist - Computer Vision,Zesty.ai,,"Explore data sets and develop new Property Tech and InsurTech models with data science (Machine learning, Deep learning).",Remote in Oregon
726,Data Research Analyst (Remote),Acceleration Academies,"$85,000 - $95,000 a year","Provide data uploads and assist with the development of accurate data reports.Complete data cleaning, organize data files for analysis, and identify quality…","Remote in Chicago, IL 60607"
727,Data Analyst,The Voleon Group,"$7,500 a month",Familiarity with Python and an interest in programming and data analysis / data science.Experience in exploratory data analysis and applied statistics.,"Austin, TX"
728,Data Scientist,Talus Bio,,3+ years of experience developing and maintaining bioinformatics and/or data science tools.Contribute to in-house and open-source bioinformatics and data…,"Seattle, WA"
729,Senior Data Scientist (MDTF-P),Castellum Inc,,Must have expertise in maintaining and deploying a notebook-based data science environment (JupyterHub).Experience working with and creating data architectures…,"Remote in Fort Lewis, WA 98433"
730,Machine Learning Engineer - Content Understanding,Scale AI,,"Solid background in algorithms, data structures, and object-oriented programming.Apply state of the art models developed internally and from the community, use…","Remote in San Francisco, CA 94107"
731,"Data Collector, Biostatistics and Data Science, 30 hours/wee...",Wake Forest Baptist Health,,"Assists in data analyses and preparation of charts, graphs, and reports obtained from research data.Assists in the design and testing of questionnaires, data…","Winston-Salem, NC 27101 (Goler area)"
732,All Source Analyst,Booz Allen Hamilton,,"Using your understanding of various intelligence disciplines, you'll explore new data sources, build effective queries, and combine information from disparate…","Washington, DC"
733,Data Scientist,DSMH LLC,$60 - $65 an hour,Perform analytics and modeling on data.\* Statistical data analysis (3+ years).Statistical data analysis: 3 years (Preferred).\* ML/AL modeling (3+ years).,Remote
734,Data Scientist,"World Wide Technology Holding, LLC",,Solves complex problems with hypothesis-driven data science.Work incollaboration with data science team and mentors junior scientists.,"Remote in St. Louis, MO 63102"
735,Data Scientist/Sr. Data Scientist,Neumora,,Familiarity with best practices of reproducible data science workflows and cloud computing environments.Work directly with clinical-stage drug development…,"Remote in Watertown, MA"
736,Data Scientist - Care Management Analytics,CVS Health,"$60,000 - $128,700 a year","Explore, understand, and interpret sophisticated data environments, applying tools such as machine learning and natural language processing to analyze petabytes…",Remote in Illinois
737,Deep Learning Data Scientist,Spectral MD Inc,,"Work with statisticians to perform data analysis and write data analysis reports.Creates data collection, data development, and algorithm development plans to…","Dallas, TX 75201"
738,Staff Data Scientist,Afresh,,"Work in large, complex data sets that require leveraging skills from NLP to outlier detection.Help design and implement with the engineering team an alerting…","Remote in San Francisco, CA"
739,Data Engineer,FutureFit AI,,"We’re looking for an engineer ready to scale our data science models and ensure success in production environments: In this role, you will partner with our data…","Remote in Ontario, CA"
740,Data scientist,Avila Trading,,"(Ability to write functions, clean and efficient data manipulation are mandatory for this role).Conceptual understanding in Machine Learning models like Nai¨ve…","San Francisco, CA"
741,Data Scientist,"Network Runners, Inc.",,Experience managing data bases or maintaining large structured and unstructured data sets.Combines empirical or quantitative methods with data analysis for…,"Arlington, VA"
742,Machine Learning Engineer,InstaDeep,,"Collaborate with the Research department to facilitate research that enables learning the semantics of data (images, video, text, audio, and other modalities).","San Francisco, CA 94105 (Financial District area)"
743,Data Scientist,Kaygen,"$140,000 - $160,000 a year","Experience building and optimizing ‘big data’ data pipelines, architectures and data sets.Understands data structures, data modelling and software engineering.",Remote
744,Quantitative Researcher,Hap Capital,,Develop and test data-centric theories aimed at understanding intraday liquidity dynamics.Proficiency in advanced data research & modeling using Python and/or…,"New York, NY 10014 (West Village area)"
745,"Data Collector, Biostatistics and Data Science, 30 hours/wee...",Wake Forest Baptist Health,,"Assists in data analyses and preparation of charts, graphs, and reports obtained from research data.Assists in the design and testing of questionnaires, data…","Winston-Salem, NC 27101 (Goler area)"
746,Decision Scientist,Acrisure Technology Group,,"Use exploratory data analysis techniques to identify meaningful relationships, patterns, or trends from complex data sets and validate your results.","Austin, TX"
747,Data Scientist,"Zartico, Inc.",,"Create data visualizations that convey a full data story to the end-user.Makers of the first Destination Intelligence Platform, Zartico harnesses and…",Remote
748,Data Associate,Center For Policing Equity,,The Data Associate will be an integral part of DDI's Justice Navigator delivery model and will leverage their data science skill set to quickly and efficiently…,Remote
749,Environmental Data Scientist,Cary Institute of Ecosystem Studies,,"Thus, strong data science skills and expertise with GitHub and the R programming language are required.Though previous experience in the field of disease…","Millbrook, NY"
750,"Manager, Data Science",Scholastic,,"In partnership with business stakeholders across the company, frame data science initiatives to establish business strategies and solve business challenges such…","New York, NY"
751,Research Associate,New York University,,"This position requires a graduate degree in data science or computer science, and hands-on experience in python.","Brooklyn, NY"
752,"SVP, Analytics & InSights",InMarket,,"Leading our organization's data analytics strategy, including governing our first party proprietary data and evaluating third party data with a view to…","Remote in Culver City, CA 90232"
753,"Statistical Data Analyst - MatLab, Python, SAS - D4542",SOFT Inc,,The data analyst/developer will have the chance to work with some of the great minds in Economics and technology to help optimize models especially relevant now…,"New York, NY 10013 (SoHo area)"
754,Sr. Data Analyst,Cloud Zenix,$45 - $55 an hour,Strong understanding of data analytics and data management fundamentals.Strong written and verbal communication.Should have experience in SQL and Tableau.,Remote
755,Data Science Analyst,The Ohio State University Wexner Medical Center,,"Provides extensive data management support to obtain and prepare data for analysis.Certification Desired: Data analytics, data science, or statistical analysis…","Columbus, OH 43215 (Downtown area)"
756,Data Engineer,HyreCar,,"Build distributed, real-time, high-volume data pipelines and work together with others to enable high-scale data science projects.","Remote in Los Angeles, CA"
757,Developer/Scientist I - Computer Vision AI,Raytheon Intelligence & Space,,Help design and develop AI systems that utilize computer vision to assist humans in complex tasks and assess human performance.,"Cambridge, MA 02138 (Cambridge Highlands area)"
758,Data Analyst,Propel Together,,Some experience with programming – e.g Python or equivalent languages and tools used in data science.Responsibilities include analysing data for the product…,Remote
759,Scientific Analyst - Behavioral and Social Sciences Research,"Lexical Intelligence, LLC","$95,000 - $115,000 a year",Experience conducting data analyses using analytics software is required.Experience working in the field of behavioral and social sciences.,"Bethesda, MD 20814 (Bethesda Center area)"
760,Data Scientist,AMP-Partners,,"And you want to grow your data science chops through richer data, the latest technology, advanced data science methods, and the exposure to engineering…","Hybrid remote in Irving, TX"
761,Machine Learning Engineer/Data Scientist,ADT Security Services,"$40,894 - $75,946 a year",Experience building data pipelines and data pipeline orchestration.You will leverage petabytes of data and apply advanced data algorithms to build new models…,"Remote in Boca Raton, FL 33427"
762,Data Science Analyst,"Vertical Bridge Management, LLC",,Demonstrated experience applying data science methods to real-world data problems.Develop custom data models and algorithms to apply to data sets.,"Boca Raton, FL 33487"
763,Data Scientist (Remote),Wiliot,,"Experience with cloud data environments and big data ETL procedures, cloud architecture (AWS/GCP/Azure).Work hands-on with the data using SQL, PySpark, and…",Remote
764,Engineer - Machine Learning,"Quaychain Technologies, Inc",,"Supervising the data acquisition process if more data is needed.Verifying data quality, and/or ensuring it via data cleaning.",Remote
765,Data Scientist,PayPal,,"Regularly evaluate and communicate performance of data driven risk solutions to management.Design, develop and maintain data-driven solutions for PayPal…",Remote in Arizona
766,Data Scientist,K2 Integrity,,Work with disparate data sources and formulate data structures for analysis.Ability to organize complex data and analyze financial data in a fast-paced…,"New York, NY 10017 (Midtown area)"
767,Digital Data Analyst,Xcelacore,$35 - $55 an hour,"Identify and model data to support personalization across digital channels; collaborate with product management, development, digital marketing, and data…",Remote
768,Data Scientist,US Library of Congress,"$126,233 - $164,102 a year","Ability to conduct data science analysis.**.Degree: Mathematics, statistics, computer science, data science or field directly related to the position.","Washington, DC"
769,"Data Analyst, Global Business Operations (Remote)",Splunk,$28.85 an hour,"Standardize data and report consumption across all operations groups.Your knowledge of data, along with deep business context, and willingness to take action…","Remote in Boston, MA"
770,Data Scientist,Point1 Solutions,,"Experience with gathering and creating analytic business requirements, researching potential data sources (both internal and external sources), designing,…",Remote
771,Senior Data Scientist (Remote),Prealize Health,,Develop and apply methods in Machine Learning and experimental design.Work with our advisors and keep up to date on relevant literature to ensure we use the…,Remote
772,Marketing Data Analyst,OneMagnify,,"3+ years of experience in a marketing analytics and/or data science role, preferably with Ad Agency.Synthesize qualitative and quantitative data from various…","Dearborn, MI"
773,Intelligence Analyst,Queens District Attorney's Office,,"Bachelor's degree from an accredited college required (preferably in data science, mathematics/statistics, computer science, or criminal justice) or the…","Kew Gardens, NY"
774,Decision Scientist,Acrisure Technology Group,,"Use exploratory data analysis techniques to identify meaningful relationships, patterns, or trends from complex data sets and validate your results.","Austin, TX"
775,"Data Scientist, Product Analytics",Etsy,,2-4 years experience in a data scientist or data analyst role in which you extracted meaning from big data sets with little engineering support.,"Remote in Brooklyn, NY 11201"
