title,salary,company,description,location,city,state
data scientist,108528.0,us bureau of labor statistics,leadership and development - leading data science teams and building data science capacity across an organization. in addition to the basic requirement.,"['albuquerque', ' nm']",albuquerque, nm
sr. analyst business insights and data management,115871.09296740998,motorola solutions,determine the data input requirements across our systems and touchpoints and how that data needs to be presented and consumed to support business functions.,['illinois'],illinois,
vp data engineering,115871.09296740998,pluralsight,"experience building data architectures to support data curation, data governance, and data products. leadership of teams focused on data pipelines, data…",['utah'],utah,
data scientist (remote),115871.09296740998,improvix technologies,strong data visualization skills (tableau preferred). minimum of 3 years (5-7 years preferred) performing exploratory data analysis to understand the…,"['reston', ' va']",reston, va
data analyst 2 – strategic analytics,115871.09296740998,nordstrom,"here we build data science products and provide analytics consulting in support of strategic business decisions, including customer personalization, marketing,…","['los angeles', ' ca']",los angeles, ca
data engineer - privacy,115871.09296740998,netflix,"join a stunning team of data engineers with diverse skill sets, partnering closely with analytics engineering and data science counterparts.",['remote'],remote,
content specialist,115871.09296740998,live nation,this is not a marketing role and will not involve marketing in any way. this role will focus on how we communicate with fans across all fan experience touch…,"['pharr', ' tx']",pharr, tx
data analyst personal systems,115871.09296740998,hp,"participates in projects requiring data science engineering. creates extensive plans, data collection and analysis procedures and data insight visualizations…","['spring', ' tx']",spring, tx
energy analyst - remote,70000.0,cbre,support reporting the data through a database and data visualization platform like tableau / power bi. experience reporting results in a data visualization…,['remote'],remote,
senior analyst - data science,115871.09296740998,amex,assist in developing/enhancing lending metric predictive modeling that incorporates card member behaviors and increased level of data granularity.,"['new york', ' ny']",new york, ny
senior data & applied scientist,115871.09296740998,microsoft,the data science team is engaged in building intelligent solutions using ai and ml that help in resolving customer issues.,"['atlanta', ' ga']",atlanta, ga
project management officer - us safety - strategy & analytics,115871.09296740998,tiktok,"your work supports a function that drives safety product iteration, promotes operational excellence, and optimizes systems and workflows to ensure our platform…","['los angeles', ' ca']",los angeles, ca
head of data science and engineering,115871.09296740998,aspen insurance holdings," build a data science and engineering capability, raising the skills required to source, curate data in support of our. ambition to become data led.","['rocky hill', ' ct']",rocky hill, ct
business analyst,115871.09296740998,blue orange digital,"in-depth familiarity with data science and data engineering development processes. extensive experience in data, including research and analysis processes.",['remote'],remote,
researcher (research data scientist),115871.09296740998,new york university,"required education: degree in computer science, data science, or the social sciences or equivalent experience.","['new york', ' ny']",new york, ny
statistician entry,115871.09296740998,yale university,"extract research data from yale oncore- a customizable web-based clinical trials database system, merge files and prepare data for analysis.","['new haven', ' ct']",new haven, ct
"scientist, data science ai/ml for biology (jrd ds)",115871.09296740998,johnson & johnson,participate in cross-functional collaborations with internal scientific and data science teams and external companies.,"['la jolla', ' ca']",la jolla, ca
"data engineer, mid",115871.09296740998,booz allen hamilton,"you’ll have the chance to transfer data across platforms, architect data systems, build data models, develop simulations, and perform data ingestion.","['salt lake city', ' ut']",salt lake city, ut
data scientist (remote/wfh),115871.09296740998,iqvia,"have considerable experience with insurance claims data, healthcare provider data and patient data. be a standard-bearer for data science and machine learning…",['remote'],remote,
data scientist,115871.09296740998,blockchain.com,"fluency in the data science tech stack, including python (pandas, numpy, scipy, matplotlib, scikit-learn) for data science/machine learning, analytics…","['san francisco', ' ca']",san francisco, ca
data engineer,115871.09296740998,detroit red wings,experience building data warehouses for data science and analytics. lead the data team and data infrastructure initiatives within hockey operations.,"['detroit', ' mi']",detroit, mi
data scientist,115871.09296740998,elutions,perform exploratory data analysis and statistical modelling with high quality data handling techniques. ability to work with unstructured data.,"['delafield', ' wi']",delafield, wi
data scientist r developer,161200.0,ccit inc,required skills with nice to have experience in the powerbi skills and data science pipeline build experience.,['remote'],remote,
data scientist,115871.09296740998,lockheed martin corporation,"the role will focus on applying data science to business operations, whereby the candidate will need to understand stakeholders’ business needs, translate them…","['fort worth', ' tx']",fort worth, tx
director of healthcare value analytics,115871.09296740998,big health,"ability and willingness to learn/develop new data source identification/acquisition, data collection techniques and data analysis tools as needed.",['remote'],remote,
data science and signal engineer ii,115871.09296740998,medtronic,experience (academic or industry) working with data. apply data analysis results to aid product development decisions and clinical study design.,"['northridge', ' ca']",northridge, ca
data scientist (remote optional),115871.09296740998,basis technologies,you can extract data on your own and prepare the datasets needed for an experiment. the ideal candidate will have a passion for discovering patterns from data…,"['chicago', ' il']",chicago, il
"director, data science and transformational analytics",115871.09296740998,cdphp,experience deploying data science workflows to production using good mlops practices. experience and knowledge implementing data science solutions in highly…,"['albany', ' ny']",albany, ny
data & analytics leader for assembly & test,115871.09296740998,ge aviation,data analytics or data science. previous experience using data in conjunction with lean manufacturing. identifies future roadblocks and promotes data-based…,"['evendale', ' oh']",evendale, oh
business performance data science analyst,115871.09296740998,visions federal credit union,"the data science analyst works closely with internal clients, data smes, project/program managers, and other internal teams to turn data into critical…","['endwell', ' ny']",endwell, ny
"director, data science",115871.09296740998,farmers insurance group,"3-5 years as a leader of the data science effort for an organization required. ph.d. degree preferred in mathematics, statistics, computer science, engineering,…",['arizona'],arizona,
machine learning engineer,115871.09296740998,vody,"strong computer science fundamentals: data structures, algorithms, programming languages, distributed systems, and information retrieval.",['remote'],remote,
adjunct faculty in data visualization,115871.09296740998,"iu school of informatics and computing, iupui",expertise in data visualization systems is a strength. the course focuses on interactive data visualization and visual analytics.,['remote'],remote,
data analyst iv - advanced analytics (530551),77862.0,health and human services commission,"four years of experience in data analysis, data science, business analytics, research, data compilation and/or reporting work is preferred.","['austin', ' tx']",austin, tx
"team lead, data science",115871.09296740998,fidelity investments,the emerging technology data science team within asset management technology is seeking a highly motivated and technical data science lead who is passionate…,"['boston', ' ma']",boston, ma
biomarker data science analyst,131000.0,zoetis,"the individual should have experience working with experimental biologists and data scientists, be effective at communicating biological principles, machine…","['fort collins', ' co']",fort collins, co
data scientist,95116.0,verb technology company,"combing through large data sets, and doing research to create data sets. experience collecting and organizing data. bs (mba preferred) in analytics.",['remote'],remote,
bi product analyst,115871.09296740998,sparibis,"2+ years of experience in data analytics, data science, or predictive modeling leveraging sql and bi tools preferred. detail-oriented and attention to quality.","['los angeles', ' ca']",los angeles, ca
machine learning engineer,115871.09296740998,wonderlic,build supervised and unsupervised learning models with existing data sets. apply machine learning techniques to internal data and compare to established…,['remote'],remote,
"director, data science",115871.09296740998,hawkeye,"synthesize data from a variety of sources including iri, nielsen, media vendors. using various tools and statistical techniques, you will use marketing and…","['dallas', ' tx']",dallas, tx
"associate analyst, data analytics and insights",115871.09296740998,fidelity investments,you will build data sets and data visualizations that drive insights that in turn drive key business decisions.,"['boston', ' ma']",boston, ma
data science - practice director,115871.09296740998,unify consulting,"build and deliver data science solutions to uncover patterns in data, predict business outcomes, and explain driving factors for those outcomes.","['dallas', ' tx']",dallas, tx
"data scientist ii, product analytics",115871.09296740998,bold,"work closely with business partners to extract meaningful insights using a variety of data sources: relational databases, front-end analytics tools, clickstream…","['san francisco', ' ca']",san francisco, ca
machine learning engineer - segmentation,140000.0,fyusion,experience designing and implementing data pipelines. fyusion is a leading machine learning and computer vision company focused on automotive inspections and…,['remote'],remote,
exploitation analyst - entry to senior level (multiple locations,83872.0,national security agency,analyze all-source data to evaluate foreign target opportunities. the following may also be considered for individuals with in-depth experience that is clearly…,"['fort meade', ' md']",fort meade, md
data scientist - u.s. (remote),115871.09296740998,andela - third party job board only postings,flexibility in working with a variety of data science approaches. work with the principal data scientist and other business partners to identify problem domains…,"['texas city', ' tx']",texas city, tx
"cloud infrastructure architect, data science solutions",187500.0,mcg health,"building out a suite of cloud infrastructure for new mcg ai, ml, nlp, and data science services and applications.","['seattle', ' wa']",seattle, wa
data science & materials quality specialist/engineer (remote),115871.09296740998,dupont,"identify and select relevant and credible data sources, and provide technical instructions to data analysts to collect, integrate and process-mine relevant data…","['wilmington', ' de']",wilmington, de
software development engineer - 2023 (us),129000.0,amazon.com services llc,"currently enrolled in or completed within the last 12 months a bachelor’s or master’s degree in computer science, computer engineering, data science, electrical…","['seattle', ' wa']",seattle, wa
research data analyst 1,115871.09296740998,university of california san francisco,management of both qualitative interview data and quantitative data is required. the primary responsibilities of this position are to code qualitative interview…,"['san francisco', ' ca']",san francisco, ca
data scientist,145600.0,ctcomp,"2+ years of data visualization experience in tableau or similar dashboarding tool, including creating calculations and telling data stories.",['remote'],remote,
"manager, data science",115871.09296740998,meta,"communication and influence: you won’t simply present data, but tell data-driven stories. analytics: you will guide product teams using data and insights.",['remote'],remote,
"data analyst, population health",125000.0,health data analytics institute,"2-3 years of professional or advanced academic data science/analysis work preferred. the right candidate will work closely with our data science, product, and…","['dedham', ' ma']",dedham, ma
manager - data science,115871.09296740998,"michaels stores, inc.",ensure quality of data used in analysis and all presentation material. proven track record of using data to provide actionable business results.,"['irving', ' tx']",irving, tx
senior operations research analyst,115871.09296740998,barbaricum,this person will select and determine a process (or multiple processes) in which they research and analyze data from collection of data and the tools used for…,"['omaha', ' ne']",omaha, ne
analytics translator,115871.09296740998,te connectivity,master’s in data science or business administration. champion the use of data as a strategic business asset. experience leading actionable insights initiatives…,['pennsylvania'],pennsylvania,
product data scientist - consumer & seo,115871.09296740998,houzz,"work with data infrastructure / product engineering teams to define the data collection needs. collaborate with leadership, product, analytics and engineering…",['remote'],remote,
digital data science manager,115871.09296740998,domino's corporate,"strong experience solving business problems with data science, emphasis on business outcomes. lead technology & strategy solution engagements across multi…","['ann arbor', ' mi']",ann arbor, mi
head of resale strategy – research & data science,115871.09296740998,opendoor careers,"demonstrated self-sufficiency in complex data environments: operating knowledge of key programming languages (sql, python, etc.), tools (spark, jupyter, etc.),…",['united states'],united states,
data engineer - d2200-02213,115871.09296740998,"evergreen technologies, llc.","knowledge in three of the following technical disciplines: data warehousing, big data management, analytics development, data science, application programming…","['omaha', ' ne']",omaha, ne
director product - data science & insights,115871.09296740998,elevance health,(able to partner with data science). ensures the quality and integrity of all data and business information for internal and external customers.,"['atlanta', ' ga']",atlanta, ga
"senior manager, consumer decision science",262650.0,glassdoor,partner with indeed's data team to ensure parity in data and metrics. partner with the data engineering team to design jobs data infrastructure and dashboards.,"['atlanta', ' ga']",atlanta, ga
"ml data linguist - french and english, aws ai data | transcribe",115871.09296740998,amazon.com services llc,1+ years of experience with natural language data labelling and other forms of data markup. dive deep into the data to perform qualitative error trend analysis.,['remote'],remote,
data visualization specialist,115871.09296740998,capgemini,"transforming data sets, quantitative and qualitative analysis into compelling visuals. creating and editing visual content including maps, charts, and graphs.",['remote'],remote,
data engineer-1380452,115871.09296740998,cisco systems,2-3+ years of prior knowledge in building data science pipelines. experience in analyzing raw data and developing and maintaining datasets and improving data…,"['research triangle park', ' nc']",research triangle park, nc
data science teacher,310000.0,otcfin,o previous teaching experience of data science courses. o 3+ years of professional data science experience building machine learning models python and other…,"['new york', ' ny']",new york, ny
"senior game data analyst, amazon games",115871.09296740998,amazon.com services llc,ability to communicate data analysis through data visualizations. basic understanding of data engineering pipelines and processes including automation and data…,['remote'],remote,
sr. analytics developer - %100 remote - us based,115871.09296740998,"coenterprise, llc","exposure to data science concepts and applications. understanding of data storage and warehousing concepts (normalization, dimensional models, data staging).",['remote'],remote,
software engineer iii | data science,115871.09296740998,extrahop,"experience with big data and related systems. experience working with scalable, fault-tolerant services for production data.","['seattle', ' wa']",seattle, wa
biological data scientist,115871.09296740998,university of california san francisco,"this position is ideal for recent graduates and can serve as a stepping stone for a graduate program or career in bioinformatics, computational biology, or data…","['san francisco', ' ca']",san francisco, ca
data engineer - machine learning platform,115871.09296740998,fanduel,machine learning and data science. implementing open-source data quality frameworks for data profiling and observability.,"['atlanta', ' ga']",atlanta, ga
"adjunct instructor, business data science, online",115871.09296740998,berkeley college,"engage in the classroom and reply to student emails, questions, and discussions on a timely basis. be a faculty leader in your classes embracing usdla quality…",['united states'],united states,
data analyst,100000.0,viasat,"analyze large data sets, while finding the truth in data, and develop efficient processes for data analysis and simple, elegant visualization.","['atlanta', ' ga']",atlanta, ga
user insights analyst,115871.09296740998,tiktok,you have 1+ years experience in a data science or analytics role. work with a diverse array of data sources from both internal and third party platforms to…,"['los angeles', ' ca']",los angeles, ca
"senior data scientist, cryptocurrency",115871.09296740998,mastercard,"establish and scale data science strategy and research. collaborate with partners, data team to articulate data needs and enforce best.",['california'],california,
"vice president, enterprise analytics and data science (remote)",115871.09296740998,jll,"15+ years of work experience in data science, with a focus on analytics or modeling. contribute to the design and set up of enterprise platforms that support…","['san francisco', ' ca']",san francisco, ca
data & applied scientist manager,115871.09296740998,microsoft,validate data for various growth programs. the ml engineers from the business intelligence team explore the big data from office 365 operation and support in…,"['redmond', ' wa']",redmond, wa
data analyst,115871.09296740998,attunely,"work collaboratively with other members of the data science, engineering, sales and marketing teams to gather data, perform analysis, and provide insight to the…","['seattle', ' wa']",seattle, wa
senior data science manager - experimentation,115871.09296740998,cash app,"use data and expertise to build compelling narratives that communicate ideas and opportunities to gain buy in and build alignment, with both internal and…","['san francisco', ' ca']",san francisco, ca
avp - head of data engineering,115871.09296740998,ascension,"the data engineering team owns our enterprise data lake, data warehouse and associated pipelines that convert raw data into dependable and easy to use data sets…","['st. louis', ' mo']",st. louis, mo
data analyst ii,115871.09296740998,neiman marcus,"support our analyst & data science community by researching, identifying, curating & joining data sets, flattening hierarchies, and general data wrangling to…","['dallas', ' tx']",dallas, tx
lead data scientist,115871.09296740998,disney media & entertainment distribution,"partnership: partner closely with business stakeholders to identify and unlock opportunities, and with other data teams to improve platform capabilities around…","['santa monica', ' ca']",santa monica, ca
"senior manager, data science cxi (remote)",280000.0,home depot / thd,"10% technical exploration & development - seek further knowledge on key developments within data science, technical skill sets, and additional data sources;…","['atlanta', ' ga']",atlanta, ga
sr. machine learning data systems engineer (remote),187500.0,crowdstrike,help maintain and improve production data systems. work across several teams responsible for different aspects of contribution to machine learning data at…,['remote'],remote,
chembio data scientist,115871.09296740998,lawrence livermore national laboratory,carry out development of moderately complex data analysis algorithms to address program and sponsor data sciences requirements.,"['livermore', ' ca']",livermore, ca
machine learning engineer,115871.09296740998,terray therapeutics,"as an integral member of our computational and data sciences (cds) team, the candidate will be responsible for developing and deploying state-of-the-art machine…","['pasadena', ' ca']",pasadena, ca
medical writer,67600.0,rangam consultants inc.,"background in biomedical sciences and quantitative fields, such as data science. topics include both data science and clinical subject matter.",['remote'],remote,
data scientist,115000.0,operation hope,"keep abreast of the latest technology developments in data science. act as lead expert in predictive analytics, statistical modeling, big data, data mining…","['atlanta', ' ga']",atlanta, ga
data science & analytics architect,115871.09296740998,adobe,data science applied to quality metrics and correlation of data systems to provide insights and implement reliability standards.,"['san jose', ' ca']",san jose, ca
"data scientist, marketing analytics",120445.0,publix,"intermediate knowledge of data visualization tools (i.e., tableau or microstrategy desktop) and python coding. at least three (3) years’ experience writing sql.","['lakeland', ' fl']",lakeland, fl
"product insights manager, music promotion",115871.09296740998,spotify,"you are user-centric and data-informed. ideally, some of these years have been in marketing sciences or advertising spaces.","['new york', ' ny']",new york, ny
staff data scientist- trust and safety,201000.0,indeed,"have full stack experience in data collection, aggregation, analysis, visualization, productionization, and monitoring of data science products.","['austin', ' tx']",austin, tx
"researcher, quantitative social science research",115871.09296740998,bln24,"graduate degree in social science, data science, or related field. able to understand various data structures and common methods in data transformation.",['remote'],remote,
"data science manager, employee relations",164800.0,amazon.com services llc,"5+ years of experience working in data science with a focus on people metrics or hr data. you will draw on your knowledge of data science best practices, big…","['washington', ' dc']",washington, dc
"machine learning data linguist, ai data team",115871.09296740998,"amazon dev center u.s., inc.",collect and organize data according to criteria. this role focuses on text annotation and data collection. dive deep into the data to perform qualitative error…,['remote'],remote,
r&d data science,115871.09296740998,procter & gamble,"in this role you will leverage advanced machine learning methods including deep learning (dl) to solve important, company-wide r&d challenges.","['mason', ' oh']",mason, oh
computer vision and machine learning engineer,150000.0,"stratom, inc.","understanding of data collection and labeling design and execution. experience working with image (visual, ir, etc.) and point cloud data.","['boulder', ' co']",boulder, co
data engineer,115871.09296740998,"iodine software, llc",work closely with our engineering team to integrate data science products and get them into users’ hands. optimize etl workflows and data warehouse.,['remote'],remote,
data analyst - research,115871.09296740998,seiu 775 benefits group,"a genuine passion for data science and drive to communicate using data; exposure or experience in data governance, data engineering and/or data warehousing…","['seattle', ' wa']",seattle, wa
senior data scientist - ranking team,170000.0,indeed,proactively research data and identify opportunities in the data to drive the product roadmap. demonstrated ability with the following skills required: small…,"['salt lake city', ' ut']",salt lake city, ut
machine learning engineer - similarity search,115871.09296740998,fyusion,experience with vector embeddings for image data. fyusion is a leading machine learning and computer vision company focused on automotive inspections and…,['remote'],remote,
data analytics consultant - remote,92200.0,unitedhealthcare,"2+ years of hands-on experience in data analysis, data science, data-driven investigations, data storytelling, visualizations, and analytic insight creation for…","['minnetonka', ' mn']",minnetonka, mn
data scientist,117316.0,radcube llc,the ideal candidate for this position will possess ability to perform both independent and team-based research and generate insights from large data sets with a…,['remote'],remote,
senior compliance analyst,115871.09296740998,openly,"manage state regulatory requests, surveys, and general data calls. we have thousands of agents selling our product and millions of dollars of annual customer…",['remote'],remote,
sr. data analyst,72500.0,the helper bees,"*ability to accurately interpret data*. you will be charged with leading data analysis for products, maintaining current reports and mentoring junior data…",['remote'],remote,
senior data scientist | remote-us,115871.09296740998,ixis digital,"expertise working with data in the wild, including structured and unstructured data, record linkage/householding, data cleaning/reshaping, descriptive data…","['burlington', ' vt']",burlington, vt
"machine learning data associate, information data operations",115871.09296740998,amazon.com services llc,"this role focuses on language data, primarily in the areas of writing and general data analysis deliverables. writing high-quality and engaging copy.",['california'],california,
mid-level systems analyst (data science),115871.09296740998,decision technologies inc,"provide subject matter expertise on etl/elt, api gateways, data query engines, data ontology, data model, data schema, data fabric, data tagging, and data…","['washington', ' dc']",washington, dc
environmental data scientist,115871.09296740998,cary institute of ecosystem studies,"thus, strong data science skills and expertise with github and the r programming language are required. though previous experience in the field of disease…","['millbrook', ' ny']",millbrook, ny
product analyst,115871.09296740998,headway.co,"experience developing and documenting data models, data science tools or predictive analytics. data infrastructure: engineers the data infrastructure needed for…",['remote'],remote,
"lead analyst, research science and innovation",122500.0,gutcheck,apply the best mix of statistical and data science algorithms to solve client challenges at scale. in this role you will play an important part in gutcheck's…,"['denver', ' co']",denver, co
sr. ba data analyst,114400.0,dutech,"data analytics, data quality, data management: 5 years (preferred). participates in discovery sessions with dshs programs and information technology to gather…","['austin', ' tx']",austin, tx
sr technology strategist - data science,115871.09296740998,the walt disney company (corporate),lead the improvement of data science stewardship and data quality. support and deliver data science platforms and strategy to ensure data is used to create…,"['lake buena vista', ' fl']",lake buena vista, fl
machine learning engineer,115871.09296740998,remedy robotics,experience equivalent to a bachelor's degree in computer science. train deep neural networks to detect salient features in medical imaging data.,['california'],california,
machine learning engineer,115871.09296740998,curate insights,"experience in cloud-based data science eco-systems such aws, azure or gcp for development and deployment of models along with corresponding native data science…",['remote'],remote,
"software engineer, machine learning",212000.0,grammarly,understands data structures and algorithms at a level sufficient to write performant code when working with large datasets or large incoming data streams.,"['san francisco', ' ca']",san francisco, ca
data science manager,115871.09296740998,avalon healthcare solutions,curate data for advanced analytics and data science. minimum of 7+ years of experience in a data science role. identify opportunities for data acquisition.,['remote'],remote,
"analyst/sr. analyst, data science & modeling",115871.09296740998,cardworks,"we are seeking various levels of talent, skills and capabilities across that data science and analytics area. if you have the education, the industry experience…","['south jordan', ' ut']",south jordan, ut
"ecornell program facilitation manager, data science, technology, engineering, and math programs (remote)",91850.0,cornell university,"utilizes data and other forms of evidence to inform decision making. as part of the university's comprehensive vaccination program , all cornell employees are…","['ithaca', ' ny']",ithaca, ny
statistician/data scientist,115871.09296740998,ccs fundraising,"working knowledge of microsoft excel, powerpoint, and data visualization software (i.e., powerbi or tableau). experience with databases and sql.","['new york', ' ny']",new york, ny
data science instructor/tutor for neurodiverse young adults (staff wage) - remote,115871.09296740998,the rector & visitors of the university of virginia,"topic coverage in fall 2022 is intended to provide the student with a practical/applied foundation in data science and should include, for example, basic…","['charlottesville', ' va']",charlottesville, va
"sr data analyst, product solutions, cx data & analytics - virtual",98440.0,comcast,combines data as needed from disparate data sources to complete analysis. follows best practices and established policies in business intelligence data analysis…,"['centennial', ' co']",centennial, co
environmental statistician,115871.09296740998,sc&a inc,"the candidate should have experience performing statistical analyses of environmental data, in particular groundwater monitoring data.",['remote'],remote,
data analytics manager,115871.09296740998,concentric corp.,"strong technical experience in a broad range of technologies, including data warehouses, data lakes, databases, and data visualization tools.","['omaha', ' ne']",omaha, ne
"senior data analyst, internal audit (remote available)",109500.0,charles schwab,champion and promote the use of data analytics techniques to internal audit teams to evaluate large data sets for trends and anomalies within internal audit…,"['westlake', ' tx']",westlake, tx
data science/data engineer,115000.0,blue x technologies,5+ years relevant industry experience. minimum of 2 years of python programming experience. experience with both sql and nosql database technologies.,"['charlotte', ' nc']",charlotte, nc
product growth analyst,115871.09296740998,meta,experience using data querying languages (e.g. sql) with intermediate functions such as case logic and joins to query large data sets.,"['menlo park', ' ca']",menlo park, ca
data scientist (remote),115871.09296740998,silverxis,"assist with complex data cleaning, integration, and analysis of public health data. the data scientist will collaborate with stakeholders, subject matter…",['remote'],remote,
performance management analyst (medical economics),100000.0,agilon health,"effectively translate complex business needs into actionable data modeling exercises. ability to work with large / complex / segmented data sets and extract,…",['remote'],remote,
senior data scientist - product analytics,115871.09296740998,tiktok,"as a member of the data science and product analytics team, you will work with diverse and highly collaborative teams of product managers, engineers, and other…","['seattle', ' wa']",seattle, wa
"senior manager, membership performance & operations",147500.0,rei,"experience and expertise in customer-focused insights disciplines like business/customer intelligence, data sciences, voice of customer programs, etc.","['seattle', ' wa']",seattle, wa
"remote vp, data science",115871.09296740998,first american financial corporation,"lead, grow and develop a team of data scientists to research and engineer a variety of machine learning techniques including supervised and unsupervised methods…","['santa ana', ' ca']",santa ana, ca
"data scientist, returnship (path forward program)",115871.09296740998,disney media & entertainment distribution,"partnership: partner closely with business stakeholders to identify and unlock opportunities, and with other data teams to improve platform capabilities around…","['santa monica', ' ca']",santa monica, ca
"business intel eng (remote), amazon fresh stores",115871.09296740998,amazon.com services llc,"3+ years of relevant work experience in data science, business analytics, business intelligence (bi), or comparable experience in big data environments.","['seattle', ' wa']",seattle, wa
data science/data manager,115871.09296740998,mpls heart found,experience with redcap (research electronic data capture) and clinical data warehousing. basic knowledge of data architecture and sql.,"['minneapolis', ' mn']",minneapolis, mn
performance engineer (remote),115871.09296740998,splunk,experience with data science and ml a plus. skilled in both the art and science of benchmark creation and measurement and modeling of system behavior under load…,"['san francisco', ' ca']",san francisco, ca
databricks data engineer,115871.09296740998,capgemini,working as a senior developer with over 5 years of experience- specifically developing pyspark on azure and delta lake.,['remote'],remote,
data scientist,115871.09296740998,visa,develop custom data models and algorithms to apply to data sets. experience with extracting and aggregating data from large data sets using sql or other tools.,"['highlands ranch', ' co']",highlands ranch, co
senior data engineer (remote),187500.0,crowdstrike,help maintain and improve production data systems. have worked with large volumes of data in the past (we ingest and analyze over 1 trillion events per day).,['remote'],remote,
head of data science,115871.09296740998,sonic foundry,"the head of data science is responsible for establishing the tools, processes, and systems to optimize the performance of our large and growing library of…","['madison', ' wi']",madison, wi
data science chapter lead,163488.5,ikea,"responsible for exploring and examining data, for use in predictive and prescriptive modelling to deliver insights to the business stakeholders and support them…","['conshohocken', ' pa']",conshohocken, pa
it business analyst,80000.0,"safety plus, inc.","the purpose of the business analyst position is to bridge the gap between stakeholders and the software development team, interpreting business requirements…",['remote'],remote,
data analyst,80000.0,"solv energy, llc","troubleshoot performance data along with work order data for accurate reporting. college degree in data science, programming, engineering or another related…","['san diego', ' ca']",san diego, ca
"data scientist (remote, us-based)",115871.09296740998,sentilink,"work with engineering, risk operations, and data acquisitions to access necessary data, maintain data quality, and support data access.","['san francisco', ' ca']",san francisco, ca
scientific programmer/data scientist,115871.09296740998,university of minnesota,"research experience in statistics/data science/related fields. design and implement data infrastructure; ensure the integrity and security of data, code, and…","['minneapolis', ' mn']",minneapolis, mn
machine learning data scientist - python and r,130000.0,inspiher tech,"developing full stack data science solutions, from building raw data sets to automation and deployment. experience deploying data science engineering a plus:…",['remote'],remote,
manager-data science,115871.09296740998,amex,"master’s degree in a quantitative field (data science, mathematics, computer science, statistics, operations research, management) preferred.","['new york', ' ny']",new york, ny
"data scientist, measurement science",115871.09296740998,universal orlando resort,experience: 5+ years of prior hands-on experience in data science is preferred; or equivalent combination of education and experience.,"['orlando', ' fl']",orlando, fl
crime and intelligence analyst,89544.0,king county,"a bachelor's degree with emphasis on math, statistics, criminal justice, behavioral science, business analytics, intelligence/homeland security, data science or…","['king county', ' wa']",king county, wa
rd data science and applied math (experienced),115871.09296740998,sandia national laboratories,"you will work in an innovative and collaborative environment to address national security challenges through research and development in data science, computer…",['united states'],united states,
data science director - 100% virtual,120000.0,alight,"drive development and implementation of large-scale data science products and solutions (reporting, analytics and machine learning algorithms) using cloud and…",['illinois'],illinois,
interdisciplinary intelligence analyst,114351.0,us naval air systems command,"for 1560 basic requirements: a) degree: mathematics, statistics, computer science, data science or field directly related to the position. must be a us citizen.","['patuxent river', ' md']",patuxent river, md
femcare r&d data scientist,115871.09296740998,procter & gamble,"strong knowledge or passion on data & data analytics. have experience of using python, or r to clean the dataset, create model, and conduct analysis.","['cincinnati', ' oh']",cincinnati, oh
principal data scientist (remote optional),115871.09296740998,johnson & johnson,technical breadth and proficiency from hands-on work on end-to-end data science and machine learning solutions. come join us at auris health!,"['cincinnati', ' oh']",cincinnati, oh
"data analyst, risk data mining, tiktok-us-tech services",115871.09296740998,tiktok,"bonus given to proficiency in data mining skills e.g. modern machine applications. reason and communicate in result-oriented, data-driven manner.","['seattle', ' wa']",seattle, wa
data science lead - product analytics,115871.09296740998,tiktok,"7+ years of experience in data science, algorithmic engineering, or machine learning. as a member of the data science and product analytics team, you will work…","['mountain view', ' ca']",mountain view, ca
remote - data engineer (machine learning),115871.09296740998,city of hope,"maintain and support data pipelines in production. 3+ years of experience with data pipelines, data models, and etl (sql, dbt, etc.).","['irwindale', ' ca']",irwindale, ca
"data analyst, global business operations (remote)",115871.09296740998,splunk,"standardize data and report consumption across all operations groups. your knowledge of data, along with deep business context, and willingness to take action…","['dallas', ' tx']",dallas, tx
entry level data scientist,62500.0,i28 technologies,"knowledge with data wrangling tools such as alteryx and excel. r is good to have. knowledge in visualization tools such as power bi, tableau, qlikview, spotfire…","['iselin', ' nj']",iselin, nj
data science data analyst,115871.09296740998,cargurus,"work closely with data scientists, and collaborate closely on new data science projects. build automated tests to ensure the integrity of the data ingested by…","['cambridge', ' ma']",cambridge, ma
"head of applied data architecture, technical architecture - data & ai service line",115871.09296740998,microsoft,"track and analyse data trends, data regulations, competitive intelligence and latest advancement on the entire data spectrum.",['united states'],united states,
data scientist,115871.09296740998,tendo systems,"3+ years of experience in data analysis software, with data science experience preferred. bachelor’s degree in data science, statistics, epidemiology,…",['remote'],remote,
"data scientist, risk data mining",115871.09296740998,tiktok,"align risk teams and their stakeholders on risk control numeric goals, promote impact-oriented, data-driven data science practices for risks.","['seattle', ' wa']",seattle, wa
lead data scientist - testing & measurement (full-time remote or hybrid),165500.0,target,"sometimes those initiatives are customer-facing as our clients look to optimize their business, but other times we apply advanced analytical methodologies on…","['minneapolis', ' mn']",minneapolis, mn
business intelligence manager,139000.0,indeed,"industry experience in a report development, data science, business analytics, business intelligence or comparable data engineering role, including data…",['united states'],united states,
sr data science analyst,115871.09296740998,"aflac, incorporated","excellent attention to detail to ensure accuracy of data. performs organizational research by gathering, interpreting and comparing operational data to…","['columbus', ' ga']",columbus, ga
"manager, software engineering - data science platform",175000.0,indeed,you work closely with your team and product partners to help stakeholders when it comes to dealing with data issues at petabyte scale.,"['austin', ' tx']",austin, tx
